id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Ec_maternelle,Ec_elementaire,P19_LOG,P19_RP_SDB,P19_RP_CCCOLL,P19_RP_CCIND,P19_RP_CINDELEC,UU2020,COM,TRIRIS,GRD_QUART,TYP_IRIS,P19_POP1564,P19_POP1524,P19_POP2554,P19_POP5564,P19_ACT1564,P19_CHOM1564,P19_INACT1564,Part_dactifs,Part_chomeurs,Arrondissement,dist_metro
2021-1615410,2021-02-26,1.0,75112,66.0,120.0,8.0,sols,1602500.0,48.846418,2.37025,0,1,75,1,0,2021,1,2021_Q1,POINT (2.37025 48.846418),41458.0,['M̩tropole du Grand Paris'],751124803,Quinze-Vingts ,quinze-vingts 3,13354.166666666666,2,10992.759972632895,2418.327613094007,113,6,1331.0,1059.0,147.0,126.0,36.0,1279.0,372.0,655.0,38970,0,0,1333.00325858532,971.327593286352,476.771532487789,231.60031350065,344.742431428769,00851,75112,750841,7511248,H,1580.50395022938,297.639145026069,1053.99584858714,228.868956616173,1224.49035669021,101.614446703562,356.013593539176,0.7747467866261888,0.06429243450407991,75112,245.27294034873847
2020-1437494,2020-12-09,1.0,75112,0.0,160.0,6.0,0,2180000.0,48.844421,2.404336,1,1,75,1,0,2020,4,2020_Q4,POINT (2.404336 48.844421),1983.0,['M̩tropole du Grand Paris'],751124507,Bel-Air ,bel-air 7,13625.0,12,11238.673469387755,2393.845755482427,80,3,1510.0,1181.0,164.0,165.0,19.0,1481.0,445.0,707.0,29150,0,0,1511.00364246517,1135.63701809973,884.528131289317,109.848533367344,187.047167345078,00851,75112,750931,7511245,H,1336.1891031414,197.556159981462,899.663231988174,238.969711171767,1080.08127040771,120.203060103294,256.10783273369,0.8083296502481746,0.0899596171086075,75112,244.08366262292992
2018-1404837,2018-12-20,1.0,75112,0.0,110.0,4.0,0,1193499.0,48.849401,2.386506,2,1,75,1,0,2018,4,2018_Q4,POINT (2.386506 48.849401),24860.0,['M̩tropole du Grand Paris'],751124621,Picpus 2,picpus 21,10849.99090909091,12,7661.220081579059,3486.455635912726,99,7,1576.0,1269.0,250.0,57.0,40.0,1419.0,432.0,789.0,28400,0,1,1582.2138045984,1154.87719868883,576.705436531066,231.850502010932,455.666128103029,00851,75112,750871,7511246,H,1736.43148250977,312.36459636378,1196.15989763949,227.906988506501,1408.67080131084,140.146504221281,327.760681198934,0.8112446793897117,0.08070949279191755,75112,242.24455213104747
2019-1514772,2019-04-26,1.0,75112,108.0,150.0,7.0,sols,1380000.0,48.846449,2.407916,0,1,75,1,0,2019,2,2019_Q2,POINT (2.407916 48.846449),24858.0,['M̩tropole du Grand Paris'],751124512,Bel-Air 1,bel-air 12,9200.0,4,8404.764559955864,4172.9632301061765,200,20,2601.0,2230.0,193.0,177.0,23.0,2515.0,809.0,1333.0,29550,0,0,2607.50685853322,2091.70185361291,897.601688692348,436.608723214411,890.336487379122,00851,75112,750901,7511245,H,2791.15881075001,384.600756071482,1892.34526636824,514.212788310288,2295.97537145692,198.99456704801,495.183439293091,0.8225885831411973,0.0712946057678955,75112,505.17119427495095
2020-1436702,2020-10-27,1.0,75112,0.0,121.0,4.0,0,1444800.0,48.846687,2.409686,2,1,75,1,0,2020,4,2020_Q4,POINT (2.409686 48.846687),24858.0,['M̩tropole du Grand Paris'],751124512,Bel-Air 1,bel-air 12,11940.495867768595,10,10463.910190326693,1742.7206348878349,200,7,2601.0,2230.0,193.0,177.0,23.0,2515.0,809.0,1333.0,29550,0,0,2607.50685853322,2091.70185361291,897.601688692348,436.608723214411,890.336487379122,00851,75112,750901,7511245,H,2791.15881075001,384.600756071482,1892.34526636824,514.212788310288,2295.97537145692,198.99456704801,495.183439293091,0.8225885831411973,0.0712946057678955,75112,637.199237168337
2018-1404033,2018-10-15,1.0,75111,186.0,78.0,3.0,sols,970000.0,48.852632,2.382698,0,1,75,1,0,2018,4,2018_Q4,POINT (2.382698 48.852632),11376.0,['M̩tropole du Grand Paris'],751114406,Sainte-Marguerite ,sainte-marguerite 6,12435.897435897436,10,11425.453421741728,7275.634183937552,181,16,2014.0,1705.0,147.0,162.0,14.0,1991.0,690.0,934.0,30550,0,0,2011.99705063659,1612.39687753781,458.059335767424,396.727437737879,835.822103190661,00851,75111,750831,7511144,H,2001.35545297637,297.249364503027,1469.91350978311,234.192578690231,1705.73442430086,181.146519520371,295.621028675506,0.8522895929177052,0.09051191743624254,75111,290.1650419133965
2021-1612709,2021-12-13,1.0,75112,0.0,92.0,3.0,0,945000.0,48.849669,2.372943,2,1,75,1,0,2021,4,2021_Q4,POINT (2.372943 48.849669),24862.0,['M̩tropole du Grand Paris'],751124806,Quinze-Vingts ,quinze-vingts 6,10271.739130434782,12,9705.731127568084,2032.3615259114297,96,5,1454.0,1145.0,202.0,106.0,9.0,1428.0,369.0,730.0,34670,0,0,1453.00351441755,1055.91728017734,90.8802336388718,431.252346054042,608.638398117239,00851,75112,750851,7511248,H,1503.06550509751,330.02256552888,955.802524216902,217.240415351727,1189.54927660241,81.8104102653396,313.516228495104,0.7914154589857606,0.05442903851354917,75112,277.6092281584097
2021-1600648,2021-06-01,1.0,75112,55.0,115.0,6.0,sols,1033800.0,48.841613,2.403966,0,1,75,1,0,2021,2,2021_Q2,POINT (2.403966 48.841613),45010.0,['M̩tropole du Grand Paris'],751124506,Bel-Air ,bel-air 6,8989.565217391304,6,9531.898148484699,1067.636746647228,58,5,1241.0,1115.0,79.0,47.0,11.0,1229.0,328.0,746.0,32750,0,1,1247.00345184858,1073.48813718841,750.00850279266,125.127665114768,244.461684123211,00851,75112,750931,7511245,H,1470.87827739281,264.648898489805,943.071391649378,263.157987253629,1206.86228522366,137.365117621796,264.015992169155,0.8205045269706961,0.09338986082878395,75112,204.51231351408072
2021-1601994,2021-07-02,1.0,75112,41.0,110.0,4.0,sols,980000.0,48.843277,2.402414,0,1,75,1,0,2021,3,2021_Q3,POINT (2.402414 48.843277),45010.0,['M̩tropole du Grand Paris'],751124506,Bel-Air ,bel-air 6,8909.09090909091,7,10189.531507157099,1776.556088364153,58,11,1241.0,1115.0,79.0,47.0,11.0,1229.0,328.0,746.0,32750,0,1,1247.00345184858,1073.48813718841,750.00850279266,125.127665114768,244.461684123211,00851,75112,750931,7511245,H,1470.87827739281,264.648898489805,943.071391649378,263.157987253629,1206.86228522366,137.365117621796,264.015992169155,0.8205045269706961,0.09338986082878395,75112,177.24407549843164
2018-1406348,2018-06-28,1.0,75113,103.0,213.0,7.0,sols,1650000.0,48.82223,2.356174,0,1,75,1,0,2018,2,2018_Q2,POINT (2.356174 48.82223),11382.0,['M̩tropole du Grand Paris'],751135106,Maison Blanche ,maison blanche 6,7746.478873239436,6,7907.529995649109,1082.1245316015688,94,3,1872.0,1696.0,51.0,125.0,37.0,1815.0,371.0,1274.0,23950,1,2,1879.50311137341,1561.9304983404,335.722233609302,398.460717534372,943.658340629822,00851,75113,751151,7511351,H,2708.30878403557,561.76752828755,1653.49946694144,493.041788806579,2012.30754228534,239.196605231945,696.001241750226,0.743012596697656,0.08831954710700501,75113,153.79621310607197
2019-1519616,2019-05-29,1.0,75113,0.0,113.0,6.0,0,1140000.0,48.82237,2.356197,1,1,75,1,0,2019,2,2019_Q2,POINT (2.356197 48.82237),11382.0,['M̩tropole du Grand Paris'],751135106,Maison Blanche ,maison blanche 6,10088.495575221239,5,9198.642648453895,2929.3760304226266,94,7,1872.0,1696.0,51.0,125.0,37.0,1815.0,371.0,1274.0,23950,1,2,1879.50311137341,1561.9304983404,335.722233609302,398.460717534372,943.658340629822,00851,75113,751151,7511351,H,2708.30878403557,561.76752828755,1653.49946694144,493.041788806579,2012.30754228534,239.196605231945,696.001241750226,0.743012596697656,0.08831954710700501,75113,148.49033863764765
2019-1519677,2019-06-14,1.0,75113,83.0,192.0,7.0,sols,1410000.0,48.822855,2.356371,0,1,75,1,0,2019,2,2019_Q2,POINT (2.356371 48.822855),11382.0,['M̩tropole du Grand Paris'],751135106,Maison Blanche ,maison blanche 6,7343.75,6,9198.642648453895,2929.3760304226266,94,7,1872.0,1696.0,51.0,125.0,37.0,1815.0,371.0,1274.0,23950,1,2,1879.50311137341,1561.9304983404,335.722233609302,398.460717534372,943.658340629822,00851,75113,751151,7511351,H,2708.30878403557,561.76752828755,1653.49946694144,493.041788806579,2012.30754228534,239.196605231945,696.001241750226,0.743012596697656,0.08831954710700501,75113,135.6486801198951
2020-1439133,2020-09-29,1.0,75113,34.0,87.0,4.0,sols,847000.0,48.823016,2.355627,0,1,75,1,0,2020,3,2020_Q3,POINT (2.355627 48.823016),11382.0,['M̩tropole du Grand Paris'],751135106,Maison Blanche ,maison blanche 6,9735.632183908046,9,10067.559019085305,940.9459496341111,94,2,1872.0,1696.0,51.0,125.0,37.0,1815.0,371.0,1274.0,23950,1,2,1879.50311137341,1561.9304983404,335.722233609302,398.460717534372,943.658340629822,00851,75113,751151,7511351,H,2708.30878403557,561.76752828755,1653.49946694144,493.041788806579,2012.30754228534,239.196605231945,696.001241750226,0.743012596697656,0.08831954710700501,75113,192.69171876762238
2021-1603938,2021-07-22,1.0,75113,91.0,180.0,6.0,sols,1950000.0,48.822792,2.357202,0,1,75,1,0,2021,3,2021_Q3,POINT (2.357202 48.822792),11382.0,['M̩tropole du Grand Paris'],751135106,Maison Blanche ,maison blanche 6,10833.333333333334,7,8428.28302091616,2968.0729433607466,94,5,1872.0,1696.0,51.0,125.0,37.0,1815.0,371.0,1274.0,23950,1,2,1879.50311137341,1561.9304983404,335.722233609302,398.460717534372,943.658340629822,00851,75113,751151,7511351,H,2708.30878403557,561.76752828755,1653.49946694144,493.041788806579,2012.30754228534,239.196605231945,696.001241750226,0.743012596697656,0.08831954710700501,75113,74.7377984763989
2019-1520286,2019-09-25,1.0,75113,96.0,115.0,5.0,sols,1375000.0,48.829578,2.352246,0,1,75,1,0,2019,3,2019_Q3,POINT (2.352246 48.829578),7687.0,['M̩tropole du Grand Paris'],751135123,Maison Blanche 2,maison blanche 23,11956.521739130434,9,9995.686343863214,2113.221579461002,137,12,1651.0,1357.0,143.0,151.0,38.0,1570.0,434.0,841.0,28530,0,0,1646.00247029487,1222.68326731629,144.76537056853,283.607693883525,905.386912577148,00851,75113,751091,7511351,H,1789.77170705615,418.177528317697,1145.56154809756,226.032630640893,1343.67138157578,120.894217873669,446.100325480377,0.750750152255941,0.06754728404580608,75113,205.61949220743074
2019-1519613,2019-05-29,1.0,75113,39.0,51.0,3.0,sols,500000.0,48.825419,2.353741,0,1,75,1,0,2019,2,2019_Q2,POINT (2.353741 48.825419),34704.0,['M̩tropole du Grand Paris'],751135112,Maison Blanche 1,maison blanche 12,9803.921568627451,5,9192.099758579041,1748.002873083848,179,7,1861.0,1650.0,60.0,151.0,31.0,1824.0,562.0,1031.0,32390,0,0,1888.00308051601,1558.74937132245,913.634754684361,220.380368673651,537.564422712419,00851,75113,751141,7511351,H,2415.33805090062,414.003141394763,1582.03317048734,419.301739018519,1737.44676219159,197.094927759546,677.891288709027,0.7193389602518533,0.08160138399097143,75113,283.4892580276775
