id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Ec_maternelle,Ec_elementaire,P19_LOG,P19_RP_SDB,P19_RP_CCCOLL,P19_RP_CCIND,P19_RP_CINDELEC,UU2020,COM,TRIRIS,GRD_QUART,TYP_IRIS,P19_POP1564,P19_POP1524,P19_POP2554,P19_POP5564,P19_ACT1564,P19_CHOM1564,P19_INACT1564,Part_dactifs,Part_chomeurs,Arrondissement,dist_metro
2020-1438992,2020-09-09,1.0,75113,60.0,64.0,3.0,sols,480000.0,48.825264,2.353361,0,1,75,1,0,2020,3,2020_Q3,POINT (2.353361 48.825264),34704.0,['M̩tropole du Grand Paris'],751135112,Maison Blanche 1,maison blanche 12,7500.0,9,9539.184054095134,2366.7612696929496,179,5,1861.0,1650.0,60.0,151.0,31.0,1824.0,562.0,1031.0,32390,0,0,1888.00308051601,1558.74937132245,913.634754684361,220.380368673651,537.564422712419,00851,75113,751141,7511351,H,2415.33805090062,414.003141394763,1582.03317048734,419.301739018519,1737.44676219159,197.094927759546,677.891288709027,0.7193389602518533,0.08160138399097143,75113,316.034874101808
2019-1520544,2019-11-04,1.0,75113,217.0,217.0,6.0,sols,2510000.0,48.832269,2.368516,0,1,75,1,0,2019,4,2019_Q4,POINT (2.368516 48.832269),24864.0,['M̩tropole du Grand Paris'],751135020,Gare 2,gare 20,11566.820276497696,11,9524.291116775154,2108.588664904776,91,8,2123.0,1851.0,102.0,170.0,0.0,2096.0,223.0,1577.0,27040,0,4,2123.00338653408,1687.00411325757,587.677502434072,257.308839022452,989.36582441703,00851,75113,751051,7511350,H,2561.31329504577,438.192583086996,1616.14145323642,506.979258722359,2043.89941821994,363.927660319246,517.413876825833,0.7979888372786571,0.1420863511789731,75113,257.65095799004837
2020-1439150,2020-10-07,1.0,75113,75.0,73.0,3.0,sols,750000.0,48.824568,2.369106,0,1,75,1,0,2020,4,2020_Q4,POINT (2.369106 48.824568),1985.0,['M̩tropole du Grand Paris'],751135010,Gare 1,gare 10,10273.972602739726,10,9752.919964434315,2101.23955142915,77,5,1306.0,1117.0,105.0,84.0,48.0,1209.0,319.0,763.0,26580,1,1,1302.50204386788,1040.49468815859,267.427100175419,256.827832695468,579.178003923423,00851,75113,751191,7511350,H,1628.61085107507,344.253094787936,1082.12925603654,202.228500250595,1230.4621131218,121.516090490368,398.148737953269,0.7555286226353912,0.07461333713339405,75113,287.1332355488365
2017-739957,2017-08-02,1.0,75113,410.0,169.0,4.0,sols,1077108.0,48.827596,2.372754,0,1,75,1,0,2017,3,2017_Q3,POINT (2.372754 48.827596),39148.0,['M̩tropole du Grand Paris'],751135014,Gare 1,gare 14,6373.420118343195,8,42262.18420080016,143031.71715814166,133,13,2165.0,1824.0,184.0,158.0,25.0,1949.0,564.0,1164.0,29950,0,0,2161.74786396627,1730.29562273443,408.471138590178,597.399653916278,801.793103348994,00851,75113,751201,7511350,H,2563.52359663783,629.539155539023,1598.04556918606,335.938871912746,1842.92445884721,243.910416241767,720.599137790623,0.7189028652844404,0.09514654616858836,75113,407.93185618948985
2018-1406004,2018-05-16,1.0,75113,256.0,100.0,6.0,sols,770000.0,48.826001,2.34829,0,1,75,1,0,2018,2,2018_Q2,POINT (2.34829 48.826001),43525.0,['M̩tropole du Grand Paris'],751135122,Maison Blanche 2,maison blanche 22,7700.0,5,8700.047118009354,4104.110910745767,208,8,2188.0,1852.0,136.0,200.0,29.0,2151.0,739.0,970.0,34680,2,0,2199.50341801214,1807.15571166399,654.948190349299,442.125182639239,743.73483259762,00851,75113,751111,7511351,H,2411.55927514913,558.204714324381,1573.86628717812,279.488273646634,1906.03083824409,161.62619979296,505.528436905043,0.7903727923611672,0.06702145017064326,75113,410.32465610659534
2020-1439587,2020-12-11,1.0,75113,0.0,110.0,5.0,0,1380000.0,48.827237,2.350367,11,1,75,1,0,2020,4,2020_Q4,POINT (2.350367 48.827237),43525.0,['M̩tropole du Grand Paris'],751135122,Maison Blanche 2,maison blanche 22,12545.454545454546,12,12979.74353301375,6595.520150351084,208,11,2188.0,1852.0,136.0,200.0,29.0,2151.0,739.0,970.0,34680,2,0,2199.50341801214,1807.15571166399,654.948190349299,442.125182639239,743.73483259762,00851,75113,751111,7511351,H,2411.55927514913,558.204714324381,1573.86628717812,279.488273646634,1906.03083824409,161.62619979296,505.528436905043,0.7903727923611672,0.06702145017064326,75113,272.7493893046657
2018-1407427,2018-12-18,1.0,75113,278.0,95.0,4.0,sols,850000.0,48.824295,2.375054,0,1,75,1,0,2018,4,2018_Q4,POINT (2.375054 48.824295),4459.0,['M̩tropole du Grand Paris'],751135012,Gare 1,gare 12,8947.368421052632,12,7870.853593302616,1435.3621910600143,115,6,1758.0,1571.0,76.0,112.0,34.0,1715.0,433.0,1074.0,24450,0,1,1774.50292069169,1494.2268537329,747.818290405134,221.68626665836,615.349565596627,00851,75113,751191,7511350,H,2267.63895360603,407.583028071698,1537.75468429427,322.301241240062,1766.02623330478,212.599062136608,501.612720301246,0.7787951562996487,0.09375348831370625,75113,551.0149440649132
2020-1438952,2020-09-03,1.0,75113,98.0,100.0,5.0,sols,1214440.0,48.830824,2.368129,0,1,75,1,0,2020,3,2020_Q3,POINT (2.368129 48.830824),7685.0,['M̩tropole du Grand Paris'],751135024,Gare 2,gare 24,12144.4,9,10722.762563151788,1868.4340763198852,137,6,1633.0,1377.0,110.0,147.0,33.0,1601.0,528.0,817.0,28760,1,1,1633.50252963811,1314.70261548869,908.921520784759,152.546247550051,311.189055998499,00851,75113,751071,7511350,H,1796.74024444936,239.915522146282,1354.76422083417,202.060501468907,1509.83172632015,140.337346319534,286.908518129205,0.8403171972044642,0.07810664159890437,75113,404.8383272441806
2018-1407295,2018-11-30,1.0,75113,50.0,65.0,5.0,sols,560000.0,48.825012,2.353892,0,1,75,1,0,2018,4,2018_Q4,POINT (2.353892 48.825012),9415.0,['M̩tropole du Grand Paris'],751135109,Maison Blanche ,maison blanche 9,8615.384615384615,11,7109.400715943269,3080.747152915333,53,5,1742.0,1496.0,138.0,109.0,192.0,1542.0,473.0,968.0,19840,0,0,1743.00275415953,1373.04486008953,345.429838578419,756.123840138408,381.049177719556,00851,75113,751151,7511351,H,1956.49175765132,407.233850649542,1208.34633754596,340.911569455824,1473.64836942963,160.547681758643,482.843388221696,0.7532095975700293,0.08205896147059327,75113,296.3527318468936
2021-1599819,2021-06-14,1.0,75113,31.0,115.0,4.0,sols,1180000.0,48.823167,2.35459,0,1,75,1,0,2021,2,2021_Q2,POINT (2.35459 48.823167),9415.0,['M̩tropole du Grand Paris'],751135109,Maison Blanche ,maison blanche 9,10260.869565217392,6,9223.752727324982,2245.095551646206,53,5,1742.0,1496.0,138.0,109.0,192.0,1542.0,473.0,968.0,19840,0,0,1743.00275415953,1373.04486008953,345.429838578419,756.123840138408,381.049177719556,00851,75113,751151,7511351,H,1956.49175765132,407.233850649542,1208.34633754596,340.911569455824,1473.64836942963,160.547681758643,482.843388221696,0.7532095975700293,0.08205896147059327,75113,270.46413033641164
2021-1609069,2021-10-18,1.0,75113,62.0,75.0,5.0,sols,1114333.0,48.824956,2.353973,0,1,75,1,0,2021,4,2021_Q4,POINT (2.353973 48.824956),9415.0,['M̩tropole du Grand Paris'],751135109,Maison Blanche ,maison blanche 9,14857.773333333333,10,10603.811431741384,6144.045138575068,53,4,1742.0,1496.0,138.0,109.0,192.0,1542.0,473.0,968.0,19840,0,0,1743.00275415953,1373.04486008953,345.429838578419,756.123840138408,381.049177719556,00851,75113,751151,7511351,H,1956.49175765132,407.233850649542,1208.34633754596,340.911569455824,1473.64836942963,160.547681758643,482.843388221696,0.7532095975700293,0.08205896147059327,75113,295.0598700482333
2021-1617254,2021-04-12,1.0,75113,0.0,66.0,4.0,0,641000.0,48.82854,2.348236,1,1,75,1,0,2021,2,2021_Q2,POINT (2.348236 48.82854),21924.0,['M̩tropole du Grand Paris'],751135121,Maison Blanche 2,maison blanche 21,9712.121212121212,4,11176.874864987742,2574.446350153572,82,6,1170.0,919.0,131.0,120.0,39.0,1115.0,329.0,542.0,31590,0,0,1168.50166348009,849.676936165352,446.781410330395,128.168070362101,319.80906640679,00851,75113,751091,7511351,H,1006.96161032887,277.595698676726,611.511266473175,117.854645178966,776.252436148246,82.8397698670881,230.709174180621,0.7708858293959436,0.08226705866178247,75113,148.19025043781716
2021-1606019,2021-09-15,1.0,75113,46.0,90.0,5.0,sols,1100000.0,48.827934,2.34926,0,1,75,1,0,2021,3,2021_Q3,POINT (2.34926 48.827934),21924.0,['M̩tropole du Grand Paris'],751135121,Maison Blanche 2,maison blanche 21,12222.222222222223,9,10938.78611111111,2888.711021360471,82,6,1170.0,919.0,131.0,120.0,39.0,1115.0,329.0,542.0,31590,0,0,1168.50166348009,849.676936165352,446.781410330395,128.168070362101,319.80906640679,00851,75113,751091,7511351,H,1006.96161032887,277.595698676726,611.511266473175,117.854645178966,776.252436148246,82.8397698670881,230.709174180621,0.7708858293959436,0.08226705866178247,75113,187.0654742790953
2022-535702,2022-06-14,1.0,75113,0.0,73.0,3.0,0,838400.0,48.833653,2.342248,1,1,75,1,0,2022,2,2022_Q2,POINT (2.342248 48.833653),26627.0,['M̩tropole du Grand Paris'],751135206,Croulebarbe ,croulebarbe 6,11484.931506849314,6,10311.441687834516,2318.752196991819,185,16,2186.0,1718.0,248.0,220.0,38.0,2133.0,825.0,752.0,36010,1,1,2211.00319475141,1640.523702062,1277.22597466294,224.607404915895,225.993122081056,00851,75113,751021,7511352,H,2131.59291140292,438.739458176924,1343.10761791317,349.745835312833,1682.60318031494,122.702848050671,448.989731087988,0.7893642220866296,0.057563921982604745,75113,283.0390782364623
2017-740478,2017-11-07,1.0,75113,0.0,160.0,5.0,0,1350000.0,48.827053,2.345693,2,1,75,1,0,2017,4,2017_Q4,POINT (2.345693 48.827053),32229.0,['M̩tropole du Grand Paris'],751135120,Maison Blanche 2,maison blanche 20,8437.5,11,8791.044609630137,2103.7685423406724,29,4,1164.0,1081.0,40.0,43.0,23.0,1130.0,455.0,510.0,30820,0,0,1162.501987206,1052.73494023355,917.091050163906,25.7569052529542,129.00308248347,00851,75113,751111,7511351,H,1495.33779264625,462.035647788955,752.796063621399,280.506081235896,959.660308628991,104.676322148731,535.67748401726,0.6417682435021667,0.07000179000591483,75113,395.23616140805933
2020-1440438,2020-05-25,1.0,75114,113.0,192.0,5.0,sols,2280000.0,48.833394,2.323608,0,1,75,1,0,2020,2,2020_Q2,POINT (2.323608 48.833394),32233.0,['M̩tropole du Grand Paris'],751145621,Plaisance 2,plaisance 21,11875.0,5,12264.885783375872,8101.899310369399,112,7,1544.0,1210.0,166.0,169.0,19.0,1427.0,308.0,822.0,26710,1,2,1544.5016115035,1093.04543709446,194.593175835441,463.869294879099,529.37032031567,00851,75114,751291,7511456,H,1580.50672993987,387.125559711325,950.227222234418,243.153947994125,1261.79182082529,159.812432289105,318.714909114582,0.7983463764645244,0.10111468003377944,75114,437.7385825019395
2020-1441101,2020-10-09,1.0,75114,131.0,100.0,4.0,sols,950000.0,48.83463,2.323258,0,1,75,1,0,2020,4,2020_Q4,POINT (2.323258 48.83463),32233.0,['M̩tropole du Grand Paris'],751145621,Plaisance 2,plaisance 21,9500.0,10,10584.271652648846,4393.678245673068,112,7,1544.0,1210.0,166.0,169.0,19.0,1427.0,308.0,822.0,26710,1,2,1544.5016115035,1093.04543709446,194.593175835441,463.869294879099,529.37032031567,00851,75114,751291,7511456,H,1580.50672993987,387.125559711325,950.227222234418,243.153947994125,1261.79182082529,159.812432289105,318.714909114582,0.7983463764645244,0.10111468003377944,75114,419.439553149122
2019-1522848,2019-11-08,1.0,75114,0.0,30.0,2.0,0,316000.0,48.83192,2.314669,1,1,75,1,0,2019,4,2019_Q4,POINT (2.314669 48.83192),34707.0,['M̩tropole du Grand Paris'],751145616,Plaisance 1,plaisance 16,10533.333333333334,11,10216.39810179391,1758.154583954138,150,6,1847.0,1522.0,202.0,123.0,24.0,1802.0,449.0,1011.0,26370,0,0,1850.5020396974,1422.64059518273,334.542976406842,512.074784359436,661.990116970283,00851,75114,751281,7511456,H,2004.05247797843,460.318036164689,1257.50618032734,286.228261486399,1567.71744468716,201.695160032699,436.335033291267,0.7822736489757898,0.10064365192480247,75114,47.40469180087997
2020-1439692,2020-01-20,1.0,75114,101.0,190.0,9.0,sols,1500000.0,48.832702,2.314851,0,1,75,1,0,2020,1,2020_Q1,POINT (2.314851 48.832702),34707.0,['M̩tropole du Grand Paris'],751145616,Plaisance 1,plaisance 16,7894.736842105263,1,8366.313192056215,4375.372814618393,150,14,1847.0,1522.0,202.0,123.0,24.0,1802.0,449.0,1011.0,26370,0,0,1850.5020396974,1422.64059518273,334.542976406842,512.074784359436,661.990116970283,00851,75114,751281,7511456,H,2004.05247797843,460.318036164689,1257.50618032734,286.228261486399,1567.71744468716,201.695160032699,436.335033291267,0.7822736489757898,0.10064365192480247,75114,119.20787132803673
2022-532809,2022-05-10,1.0,75114,84.0,180.0,6.0,sols,2175000.0,48.832597,2.316415,0,1,75,1,0,2022,2,2022_Q2,POINT (2.316415 48.832597),34707.0,['M̩tropole du Grand Paris'],751145616,Plaisance 1,plaisance 16,12083.333333333334,5,11295.376096380392,1385.0739329429557,150,3,1847.0,1522.0,202.0,123.0,24.0,1802.0,449.0,1011.0,26370,0,0,1850.5020396974,1422.64059518273,334.542976406842,512.074784359436,661.990116970283,00851,75114,751281,7511456,H,2004.05247797843,460.318036164689,1257.50618032734,286.228261486399,1567.71744468716,201.695160032699,436.335033291267,0.7822736489757898,0.10064365192480247,75114,163.62717081221498
2020-1441226,2020-10-15,1.0,75114,0.0,200.0,4.0,0,1600000.0,48.82392,2.327858,11,1,75,1,1,2020,4,2020_Q4,POINT (2.327858 48.82392),4463.0,['M̩tropole du Grand Paris'],751145502,Petit Montrouge ,petit montrouge 2,8000.0,10,9876.161359488211,2336.3732238055736,145,9,1600.0,1167.0,163.0,270.0,20.0,1561.0,431.0,701.0,24960,0,0,1835.00179248145,1281.4162927237,674.39776119301,220.955663609302,435.674121678104,00851,75114,751341,7511455,H,1683.92560893112,363.815079930633,1093.2203958278,226.890133172686,1336.1992803929,173.453659843869,347.726328538217,0.7935025593209304,0.103005535947618,75114,267.3641797019025
2021-1612590,2021-12-22,1.0,75114,57.0,119.0,4.0,sols,1185000.0,48.824106,2.328246,0,1,75,1,0,2021,4,2021_Q4,POINT (2.328246 48.824106),4463.0,['M̩tropole du Grand Paris'],751145502,Petit Montrouge ,petit montrouge 2,9957.98319327731,12,10481.61494481452,3018.1641020549814,145,8,1600.0,1167.0,163.0,270.0,20.0,1561.0,431.0,701.0,24960,0,0,1835.00179248145,1281.4162927237,674.39776119301,220.955663609302,435.674121678104,00851,75114,751341,7511455,H,1683.92560893112,363.815079930633,1093.2203958278,226.890133172686,1336.1992803929,173.453659843869,347.726328538217,0.7935025593209304,0.103005535947618,75114,302.47500636161004
2018-1407636,2018-02-16,1.0,75114,58.0,105.0,4.0,sols,1125000.0,48.827614,2.317154,0,1,75,1,0,2018,1,2018_Q1,POINT (2.317154 48.827614),13486.0,['M̩tropole du Grand Paris'],751145607,Plaisance ,plaisance 7,10714.285714285714,2,9085.403094744364,4181.044779745932,125,8,2016.0,1766.0,113.0,138.0,29.0,1961.0,395.0,1286.0,28970,0,1,2016.50229761291,1610.17523517379,618.317024528469,250.095598802995,838.402380330994,00851,75114,751381,7511456,H,2200.44126646494,373.130998146838,1467.50584694241,359.804421375692,1792.613349271,164.627177640587,407.827917193939,0.8146608485264754,0.07481552911660505,75114,513.8239621215012
2018-1408320,2018-05-31,1.0,75114,78.0,158.0,6.0,sols,1701007.0,48.828862,2.31784,0,1,75,1,0,2018,2,2018_Q2,POINT (2.31784 48.828862),13486.0,['M̩tropole du Grand Paris'],751145607,Plaisance ,plaisance 7,10765.867088607594,5,11251.21009546966,7445.008215883211,125,7,2016.0,1766.0,113.0,138.0,29.0,1961.0,395.0,1286.0,28970,0,1,2016.50229761291,1610.17523517379,618.317024528469,250.095598802995,838.402380330994,00851,75114,751381,7511456,H,2200.44126646494,373.130998146838,1467.50584694241,359.804421375692,1792.613349271,164.627177640587,407.827917193939,0.8146608485264754,0.07481552911660505,75114,424.735225792688
2020-1440204,2020-04-30,1.0,75114,87.0,150.0,6.0,sols,1480000.0,48.827768,2.317317,0,1,75,1,0,2020,2,2020_Q2,POINT (2.317317 48.827768),13486.0,['M̩tropole du Grand Paris'],751145607,Plaisance ,plaisance 7,9866.666666666666,4,9030.400755056507,3800.188037915485,125,6,2016.0,1766.0,113.0,138.0,29.0,1961.0,395.0,1286.0,28970,0,1,2016.50229761291,1610.17523517379,618.317024528469,250.095598802995,838.402380330994,00851,75114,751381,7511456,H,2200.44126646494,373.130998146838,1467.50584694241,359.804421375692,1792.613349271,164.627177640587,407.827917193939,0.8146608485264754,0.07481552911660505,75114,504.02102202400766
2017-741947,2017-12-15,1.0,75114,0.0,296.0,8.0,0,2453420.0,48.825589,2.323764,1,1,75,1,0,2017,4,2017_Q4,POINT (2.323764 48.825589),13484.0,['M̩tropole du Grand Paris'],751145506,Petit Montrouge ,petit montrouge 6,8288.581081081082,12,8308.666537085319,1105.104753602378,119,9,1423.0,1245.0,76.0,102.0,27.0,1382.0,666.0,501.0,37200,0,0,1451.00170123491,1221.63919273405,699.182563824988,237.99321088728,329.435275480114,00851,75114,751361,7511455,H,1568.46469061512,213.182714860568,1093.80956154783,261.472414206726,1287.83059239607,136.047197329066,280.634098219049,0.8210771974031554,0.08673908832191246,75114,340.963205108303
2017-740919,2017-07-25,1.0,75114,159.0,220.0,7.0,sols,2172600.0,48.829857,2.315576,0,1,75,1,0,2017,3,2017_Q3,POINT (2.315576 48.829857),32232.0,['M̩tropole du Grand Paris'],751145608,Plaisance ,plaisance 8,9875.454545454546,7,9005.185397138512,1484.7729650068518,147,10,1535.0,1196.0,154.0,185.0,34.0,1480.0,474.0,657.0,30550,0,1,1535.50154764578,1080.52854804759,245.564615317053,289.469058857703,610.444321947164,00851,75114,751381,7511456,H,1432.00946167439,246.397538886557,958.549554554247,227.062368233586,1183.64148388816,118.881268313464,248.367977786225,0.8265598207041011,0.08301709695022616,75114,239.0165741163313
2019-1521935,2019-07-01,1.0,75114,0.0,26.0,1.0,0,300000.0,48.828856,2.315658,1,1,75,1,0,2019,3,2019_Q3,POINT (2.315658 48.828856),32232.0,['M̩tropole du Grand Paris'],751145608,Plaisance ,plaisance 8,11538.461538461539,7,9831.440545848534,2460.8539728797487,147,7,1535.0,1196.0,154.0,185.0,34.0,1480.0,474.0,657.0,30550,0,1,1535.50154764578,1080.52854804759,245.564615317053,289.469058857703,610.444321947164,00851,75114,751381,7511456,H,1432.00946167439,246.397538886557,958.549554554247,227.062368233586,1183.64148388816,118.881268313464,248.367977786225,0.8265598207041011,0.08301709695022616,75114,343.63923732571305
2017-741274,2017-08-30,1.0,75114,133.0,188.0,5.0,sols,1630000.0,48.826012,2.333239,0,1,75,1,0,2017,3,2017_Q3,POINT (2.333239 48.826012),34705.0,['M̩tropole du Grand Paris'],751145404,Parc de Montsouris ,parc de montsouris 4,8670.212765957447,8,9447.749209680058,2270.7577014202448,142,10,1528.0,1282.0,98.0,148.0,49.0,1460.0,383.0,846.0,28840,1,1,1523.00170329624,1167.60920915219,326.953263733482,349.461256732974,589.51354650243,00851,75114,751321,7511454,H,1710.33603866729,345.515238841793,1066.42802294963,298.392776875867,1312.63110821538,140.868772147405,397.704930451911,0.7674697126993796,0.08236321340522725,75114,544.5611635283133
2019-1521063,2019-01-31,1.0,75114,144.0,90.0,4.0,sols,850000.0,48.825918,2.332978,0,1,75,1,0,2019,1,2019_Q1,POINT (2.332978 48.825918),34705.0,['M̩tropole du Grand Paris'],751145404,Parc de Montsouris ,parc de montsouris 4,9444.444444444445,1,9295.431376011871,1263.9487104903576,142,7,1528.0,1282.0,98.0,148.0,49.0,1460.0,383.0,846.0,28840,1,1,1523.00170329624,1167.60920915219,326.953263733482,349.461256732974,589.51354650243,00851,75114,751321,7511454,H,1710.33603866729,345.515238841793,1066.42802294963,298.392776875867,1312.63110821538,140.868772147405,397.704930451911,0.7674697126993796,0.08236321340522725,75114,533.2897089342007
2020-1440132,2020-03-17,1.0,75114,136.0,200.0,6.0,sols,2160000.0,48.826631,2.334409,0,1,75,1,0,2020,1,2020_Q1,POINT (2.334409 48.826631),34705.0,['M̩tropole du Grand Paris'],751145404,Parc de Montsouris ,parc de montsouris 4,10800.0,3,10157.777605321508,1338.6220754958442,142,7,1528.0,1282.0,98.0,148.0,49.0,1460.0,383.0,846.0,28840,1,1,1523.00170329624,1167.60920915219,326.953263733482,349.461256732974,589.51354650243,00851,75114,751321,7511454,H,1710.33603866729,345.515238841793,1066.42802294963,298.392776875867,1312.63110821538,140.868772147405,397.704930451911,0.7674697126993796,0.08236321340522725,75114,594.5954068201521
2018-1408969,2018-09-12,1.0,75114,697.0,290.0,8.0,sols,2800000.0,48.825414,2.326688,0,1,75,1,0,2018,3,2018_Q3,POINT (2.326688 48.825414),24867.0,['M̩tropole du Grand Paris'],751145507,Petit Montrouge ,petit montrouge 7,9655.172413793103,9,8972.794790420565,1146.7156648096682,88,5,1285.0,1029.0,92.0,164.0,17.0,1260.0,388.0,577.0,36060,1,0,1284.5013666506,950.42451914284,489.391858648895,383.057314715945,145.055662193914,00851,75114,751351,7511455,H,1314.7494205909,225.217718420374,913.144692308492,176.387009862039,1072.34988651122,77.5838908159256,242.39953407969,0.8156306211028895,0.05901040122235335,75114,331.99341266997607
2019-1522018,2019-06-25,1.0,75114,77.0,100.0,5.0,sols,263000.0,48.831095,2.33233,0,1,75,1,0,2019,2,2019_Q2,POINT (2.33233 48.831095),11384.0,['M̩tropole du Grand Paris'],751145515,Petit Montrouge 1,petit montrouge 15,2630.0,6,7118.113634998307,5146.361964117852,124,5,1770.0,1426.0,162.0,182.0,50.0,1697.0,455.0,889.0,32900,0,0,1822.50196243862,1392.3593023018,362.609082505168,359.32084839586,727.767837259868,00851,75114,751311,7511455,H,1844.75483910212,451.388956300364,1074.23726117551,319.128621626245,1344.84311788581,104.531366619708,499.911721216304,0.7290091286820382,0.056664096715737876,75114,279.5629640636285
2020-1440342,2020-05-11,1.0,75114,0.0,177.0,4.0,0,1900000.0,48.831141,2.334505,2,1,75,1,0,2020,2,2020_Q2,POINT (2.334505 48.831141),11384.0,['M̩tropole du Grand Paris'],751145515,Petit Montrouge 1,petit montrouge 15,10734.463276836159,5,10032.809135457046,2540.952881742942,124,6,1770.0,1426.0,162.0,182.0,50.0,1697.0,455.0,889.0,32900,0,0,1822.50196243862,1392.3593023018,362.609082505168,359.32084839586,727.767837259868,00851,75114,751311,7511455,H,1844.75483910212,451.388956300364,1074.23726117551,319.128621626245,1344.84311788581,104.531366619708,499.911721216304,0.7290091286820382,0.056664096715737876,75114,332.9872563417731
2021-1599879,2021-06-01,1.0,75114,0.0,131.0,4.0,0,1645950.0,48.825483,2.337732,2,1,75,1,2,2021,2,2021_Q2,POINT (2.337732 48.825483),24866.0,['M̩tropole du Grand Paris'],751145403,Parc de Montsouris ,parc de montsouris 3,12564.503816793893,6,11599.315949973965,1359.325482747778,73,3,2019.0,1712.0,111.0,196.0,3.0,2006.0,712.0,947.0,29020,1,2,2103.00238677768,1702.6850323678,703.321517923617,672.053828947694,401.639078751589,00851,75114,751331,7511454,H,2613.43407155598,671.31411441322,1412.3698614928,529.750095649957,1895.18996638116,153.913305678085,718.244105174815,0.7251722884491233,0.058893127381035665,75114,867.3930029644644
2021-1617667,2021-01-29,1.0,75114,0.0,76.0,2.0,0,1027200.0,48.834045,2.325829,1,1,75,1,0,2021,1,2021_Q1,POINT (2.325829 48.834045),5512.0,['M̩tropole du Grand Paris'],751145622,Plaisance 2,plaisance 22,13515.78947368421,1,12290.701925273623,1314.6108363892895,101,6,1264.0,987.0,135.0,143.0,21.0,1216.0,286.0,619.0,33450,0,0,1254.0013017708,861.069737134187,110.017498672304,272.27043653054,584.030751825283,00851,75114,751291,7511456,H,1188.11486048285,256.430198787622,820.777676147849,110.906985547375,999.732953326052,53.4212526750677,188.381907156794,0.8414447008261141,0.044963037204464644,75114,401.6070317796214
2022-535504,2022-06-16,1.0,75114,0.0,80.0,2.0,0,1127000.0,48.834863,2.326291,1,1,75,1,0,2022,2,2022_Q2,POINT (2.326291 48.834863),5512.0,['M̩tropole du Grand Paris'],751145622,Plaisance 2,plaisance 22,14087.5,6,11687.681955031201,3015.1349952521964,101,6,1264.0,987.0,135.0,143.0,21.0,1216.0,286.0,619.0,33450,0,0,1254.0013017708,861.069737134187,110.017498672304,272.27043653054,584.030751825283,00851,75114,751291,7511456,H,1188.11486048285,256.430198787622,820.777676147849,110.906985547375,999.732953326052,53.4212526750677,188.381907156794,0.8414447008261141,0.044963037204464644,75114,433.8717441550318
2017-740811,2017-07-03,1.0,75114,36.0,103.0,7.0,sols,880000.0,48.833306,2.318545,0,1,75,1,0,2017,3,2017_Q3,POINT (2.318545 48.833306),5511.0,['M̩tropole du Grand Paris'],751145614,Plaisance 1,plaisance 14,8543.68932038835,7,8911.139062493177,2269.396910526727,137,7,1335.0,1138.0,66.0,131.0,43.0,1260.0,407.0,655.0,27840,0,0,1334.00152298631,1022.05521997745,77.2185702207612,264.645020462207,792.03700614846,00851,75114,751271,7511456,H,1540.5407523022,329.862654157802,1032.72158529287,177.956512851522,1231.35776798867,110.592178473954,309.182984313526,0.79930230092811,0.07178789545728272,75114,85.96811528232979
2019-1522963,2019-12-16,1.0,75114,36.0,103.0,7.0,sols,1158000.0,48.833306,2.318545,0,1,75,1,0,2019,4,2019_Q4,POINT (2.318545 48.833306),5511.0,['M̩tropole du Grand Paris'],751145614,Plaisance 1,plaisance 14,11242.718446601943,12,9581.501100035111,3557.858343141249,137,7,1335.0,1138.0,66.0,131.0,43.0,1260.0,407.0,655.0,27840,0,0,1334.00152298631,1022.05521997745,77.2185702207612,264.645020462207,792.03700614846,00851,75114,751271,7511456,H,1540.5407523022,329.862654157802,1032.72158529287,177.956512851522,1231.35776798867,110.592178473954,309.182984313526,0.79930230092811,0.07178789545728272,75114,85.96811528232979
2021-1617754,2021-02-26,1.0,75114,0.0,172.0,6.0,0,1626500.0,48.830871,2.309673,6,2,75,1,0,2021,1,2021_Q1,POINT (2.309673 48.830871),43526.0,['M̩tropole du Grand Paris'],751145604,Plaisance ,plaisance 4,9456.39534883721,2,8146.802325581396,5440.030679938759,15,1,1290.0,1139.0,57.0,94.0,5.0,1281.0,193.0,931.0,18810,0,1,1288.50151236698,1054.13868392122,724.93721003264,96.3241335836562,304.732904425183,00851,75114,751391,7511456,H,1390.91921601971,238.114214086664,903.145355411429,249.659646521613,1088.45898893901,117.170874486118,302.460227080696,0.7825465177293129,0.08423988477304754,75114,336.6912977818384
