id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Ec_maternelle,Ec_elementaire,P19_LOG,P19_RP_SDB,P19_RP_CCCOLL,P19_RP_CCIND,P19_RP_CINDELEC,UU2020,COM,TRIRIS,GRD_QUART,TYP_IRIS,P19_POP1564,P19_POP1524,P19_POP2554,P19_POP5564,P19_ACT1564,P19_CHOM1564,P19_INACT1564,Part_dactifs,Part_chomeurs,Arrondissement,dist_metro
2017-193733,2017-11-15,1.0,31555,122.0,140.0,5.0,sols,679200.0,43.612307,1.447207,0,1,31,1,0,2017,4,2017_Q4,POINT (1.447207 43.612307),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,4851.428571428572,11,4428.980416669962,2767.3316912839264,467,35,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,400.72768247107877
2017-193821,2017-11-28,1.0,31555,119.0,71.0,3.0,sols,361000.0,43.614478,1.448284,0,1,31,1,0,2017,4,2017_Q4,POINT (1.448284 43.614478),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,5084.507042253521,11,4428.980416669962,2767.3316912839264,467,35,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,656.9125236709176
2017-195482,2017-12-20,1.0,31555,121.0,88.0,3.0,sols,458000.0,43.61425,1.448707,0,1,31,1,0,2017,4,2017_Q4,POINT (1.448707 43.61425),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,5204.545454545455,12,4428.980416669962,2767.3316912839264,467,35,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,645.1549967571399
2018-367617,2018-03-09,1.0,31555,149.0,103.0,4.0,sols,349062.0,43.612682,1.444565,1,1,31,1,1,2018,1,2018_Q1,POINT (1.444565 43.612682),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,3388.9514563106795,3,4362.346706724382,1478.1705140629533,467,18,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,411.3731211574033
2018-367838,2018-03-14,1.0,31555,0.0,76.0,4.0,0,435000.0,43.613906,1.44655,2,1,31,1,0,2018,1,2018_Q1,POINT (1.44655 43.613906),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,5723.684210526316,3,4362.346706724382,1478.1705140629533,467,18,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,555.1987111021158
2018-371612,2018-06-20,1.0,31555,301.0,187.0,7.0,sols,822700.0,43.613898,1.449745,0,1,31,1,0,2018,2,2018_Q2,POINT (1.449745 43.613898),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,4399.465240641711,6,4247.634664753209,1368.928635368493,467,28,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,555.1681778363132
2018-374500,2018-09-11,1.0,31555,204.0,173.0,7.0,sols,935000.0,43.61364,1.443576,0,1,31,1,0,2018,3,2018_Q3,POINT (1.443576 43.61364),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,5404.624277456647,9,4371.232587501056,1379.51616703972,467,13,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,531.0489780882657
2018-375753,2018-10-12,1.0,31555,97.0,150.0,5.0,sols,615900.0,43.614454,1.446728,0,1,31,1,0,2018,4,2018_Q4,POINT (1.446728 43.614454),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,4106.0,10,4306.874299875414,1710.5111221434408,467,33,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,617.7845202030996
2018-377925,2018-12-19,1.0,31555,194.0,145.0,6.0,sols,575000.0,43.610848,1.445376,0,1,31,1,0,2018,4,2018_Q4,POINT (1.445376 43.610848),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,3965.5172413793102,12,4306.874299875414,1710.5111221434408,467,33,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,204.75114555394325
2019-396183,2019-01-25,1.0,31555,159.0,149.0,5.0,sols,880000.0,43.613707,1.449012,0,1,31,1,0,2019,1,2019_Q1,POINT (1.449012 43.613707),22637,['Toulouse M̩tropole'],315550901,Concord,concorde,5906.040268456376,1,5425.586841913076,5545.924650010599,467,31,3385.0,2858.0,150.0,377.0,454.0,2918.0,1051.0,1718.0,28700,0,1,3395.49896471768,2774.95652060422,63.3022057880674,1557.51450953513,1231.32749897559,00758,31555,310251,3155509,H,3606.09287617116,1020.60762603615,2185.4591689984,400.02608113661,2624.07658478317,375.058973282533,982.016291387989,0.7276785914536219,0.10400701983049289,31555,590.126490929416
