id,id_station,nom,desserte,gid,last_updat,last_upd_1,geometry,index_right,year,reg_code,reg_name,dep_code,dep_name,arrdep_code,arrdep_name,ze2020_code,ze2020_name,bv2012_code,bv2012_name,epci_code,epci_name,ept_code,ept_name,com_code,com_name,com_arm_cod,com_arm_nam,iris_code,iris_name,iris_name_u,iris_name_l,iris_area_c,iris_type,iris_grd_qu,iris_in_ctu,ze2010_code,ze2010_name,Longitude,Latitude
79527686872,50921,Saxe-Gambetta,"30133,46040,30197,30198",285,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.846645168302023 45.754108576054136),28439,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830203'],['Saxe-Villeroy'],SAXE-VILLEROY,saxe-villeroy,FXX,iris d'habitat,Voltaire-Saint-Amour,Non,,,4.846645168302023,45.754108576054136
79530986871,50922,Saxe-Gambetta,"30133,46040,30197,30198",286,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.847063569875566 45.754091388641335),28439,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830203'],['Saxe-Villeroy'],SAXE-VILLEROY,saxe-villeroy,FXX,iris d'habitat,Voltaire-Saint-Amour,Non,,,4.847063569875566,45.754091388641335
79538586824,50923,Saxe-Gambetta,"30133,46040,30197,30198",287,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.848022862514368 45.753647414263625),28439,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830203'],['Saxe-Villeroy'],SAXE-VILLEROY,saxe-villeroy,FXX,iris d'habitat,Voltaire-Saint-Amour,Non,,,4.848022862514368,45.753647414263625
79535686818,50924,Saxe-Gambetta,"30133,46040,30197,30198",288,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.847652765369006 45.75360159650604),47097,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69387'],['Lyon 7e Arrondissement'],['693870301'],['Victor Basch'],VICTOR BASCH,victor basch,FXX,iris d'habitat,Victor Bach-Saint-Louis,Non,,,4.847652765369006,45.75360159650604
79494087031,50441,Guillotière,"30199,30200",134,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.84239422848817 45.75562897590106),4357,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830105'],['MutualitÃ©-LibertÃ©'],MUTUALITÃ-LIBERTÃ,mutualitÃ©-libertÃ©,FXX,iris d'habitat,Grand Quartier 1,Non,,,4.84239422848817,45.75562897590106
79499987012,50442,Guillotière,"30199,30200",252,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.843142771627823 45.75544340219051),16310,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830201'],['Moncey'],MONCEY,moncey,FXX,iris d'habitat,Voltaire-Saint-Amour,Non,,,4.843142771627823,45.75544340219051
79492987006,50443,Guillotière,"30199,30200",289,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.842242164451641 45.755409950777874),35835,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69387'],['Lyon 7e Arrondissement'],['693870101'],['Pasteur'],PASTEUR,pasteur,FXX,iris d'habitat,Grand Quartier 1,Non,,,4.842242164451641,45.755409950777874
79497586969,50444,Guillotière,"30199,30200",290,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.842818361790223 45.7550654844045),37948,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69387'],['Lyon 7e Arrondissement'],['693870201'],['Saint-Michel'],SAINT-MICHEL,saint-michel,FXX,iris d'habitat,Saint-Michel-Mairie,Non,,,4.842818361790223,45.7550654844045
79429587087,50021,Bellecour,"46051,30103,30201,30202",291,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8341307428227855 45.75631899270214),20511,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820204'],['Bellecour-Sala'],BELLECOUR-SALA,bellecour-sala,FXX,iris d'habitat,Bellecour-HÃ´tel Dieu,Non,,,4.8341307428227855,45.75631899270214
79425687097,50022,Bellecour,"46051,30103,30201,30202",292,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8336333979261275 45.756424658679954),20511,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820204'],['Bellecour-Sala'],BELLECOUR-SALA,bellecour-sala,FXX,iris d'habitat,Bellecour-HÃ´tel Dieu,Non,,,4.8336333979261275,45.756424658679954
79426687067,50023,Bellecour,"46051,30103,30201,30202",293,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8337432116284145 45.756152631230876),20511,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820204'],['Bellecour-Sala'],BELLECOUR-SALA,bellecour-sala,FXX,iris d'habitat,Bellecour-HÃ´tel Dieu,Non,,,4.8337432116284145,45.756152631230876
79426987177,50024,Bellecour,"46051,30103,30201,30202",294,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.833836263151904 45.75713753865178),20511,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820204'],['Bellecour-Sala'],BELLECOUR-SALA,bellecour-sala,FXX,iris d'habitat,Bellecour-HÃ´tel Dieu,Non,,,4.833836263151904,45.75713753865178
79367687475,50951,St-Jean Vieux Lyon,"33264,33265,30211",142,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.82633833584452 45.75998371803673),11261,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69385'],['Lyon 5e Arrondissement'],['693850103'],['Saint-Georges'],SAINT-GEORGES,saint-georges,FXX,iris d'habitat,Vieux Lyon-Quarantaine,Non,,,4.82633833584452,45.75998371803673
79364287502,50952,St-Jean Vieux Lyon,"33264,33265,30211",255,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8259059701860005 45.76023903690366),11261,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69385'],['Lyon 5e Arrondissement'],['693850103'],['Saint-Georges'],SAINT-GEORGES,saint-georges,FXX,iris d'habitat,Vieux Lyon-Quarantaine,Non,,,4.8259059701860005,45.76023903690366
79362187463,50953,St-Jean Vieux Lyon,"33264,33265,30211",256,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8256235703762815 45.75989227361092),11261,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69385'],['Lyon 5e Arrondissement'],['693850103'],['Saint-Georges'],SAINT-GEORGES,saint-georges,FXX,iris d'habitat,Vieux Lyon-Quarantaine,Non,,,4.8256235703762815,45.75989227361092
79364587450,50954,St-Jean Vieux Lyon,"33264,33265,30211",257,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.825926160087221 45.7597700799544),11261,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69385'],['Lyon 5e Arrondissement'],['693850103'],['Saint-Georges'],SAINT-GEORGES,saint-georges,FXX,iris d'habitat,Vieux Lyon-Quarantaine,Non,,,4.825926160087221,45.7597700799544
79203388178,50401,Gorge de Loup,"30205,30206",146,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8055169354871 45.766771567538875),16320,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69389'],['Lyon 9e Arrondissement'],['693890401'],['Saint-Pierre de Vaise'],SAINT-PIERRE DE VAISE,saint-pierre de vaise,FXX,iris d'habitat,Gorge de Loup-L'Observance,Non,,,4.8055169354871,45.766771567538875
79204488113,50402,Gorge de Loup,"30205,30206",258,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.805627215641817 45.76619118328652),16320,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69389'],['Lyon 9e Arrondissement'],['693890401'],['Saint-Pierre de Vaise'],SAINT-PIERRE DE VAISE,saint-pierre de vaise,FXX,iris d'habitat,Gorge de Loup-L'Observance,Non,,,4.805627215641817,45.76619118328652
79200188169,50403,Gorge de Loup,"30205,30206",259,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8050969671670005 45.76669880161866),16320,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69389'],['Lyon 9e Arrondissement'],['693890401'],['Saint-Pierre de Vaise'],SAINT-PIERRE DE VAISE,saint-pierre de vaise,FXX,iris d'habitat,Gorge de Loup-L'Observance,Non,,,4.8050969671670005,45.76669880161866
79411487161,50021,Bellecour,"46051,30103,30201,30202",4,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.831839954654625 45.75704259083674),20511,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820204'],['Bellecour-Sala'],BELLECOUR-SALA,bellecour-sala,FXX,iris d'habitat,Bellecour-HÃ´tel Dieu,Non,,,4.831839954654625,45.75704259083674
79412687186,50022,Bellecour,"30103,46051,30201,30202",267,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.832004897236542 45.75726287325664),20511,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820204'],['Bellecour-Sala'],BELLECOUR-SALA,bellecour-sala,FXX,iris d'habitat,Bellecour-HÃ´tel Dieu,Non,,,4.832004897236542,45.75726287325664
79428587292,50023,Bellecour,"30103,46051,30201,30202",163,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.834081977544003 45.75816819639687),47089,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820202'],['Bellecour-Antonin Gourju'],BELLECOUR-ANTONIN GOURJU,bellecour-antonin gourju,FXX,iris d'habitat,Bellecour-HÃ´tel Dieu,Non,,,4.834081977544003,45.75816819639687
79425287254,50024,Bellecour,"30103,46051,30201,30202",164,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.833651452046141 45.757836809345655),20511,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820204'],['Bellecour-Sala'],BELLECOUR-SALA,bellecour-sala,FXX,iris d'habitat,Bellecour-HÃ´tel Dieu,Non,,,4.833651452046141,45.757836809345655
79425887240,50025,Bellecour,"46051,30103,30201,30202",165,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.833716009758165 45.75771223746372),20511,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820204'],['Bellecour-Sala'],BELLECOUR-SALA,bellecour-sala,FXX,iris d'habitat,Bellecour-HÃ´tel Dieu,Non,,,4.833716009758165,45.75771223746372
79439387811,50211,Cordeliers,"46050,42744",9,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.835680666603887 45.7628029675925),17645,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820101'],['La Bourse-Grenette'],LA BOURSE-GRENETTE,la bourse-grenette,FXX,iris d'habitat,Cordeliers-Jacobins,Non,,,4.835680666603887,45.7628029675925
79439387842,50212,Cordeliers,"46050,42744",166,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.835697683497099 45.763084145575554),17645,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820101'],['La Bourse-Grenette'],LA BOURSE-GRENETTE,la bourse-grenette,FXX,iris d'habitat,Cordeliers-Jacobins,Non,,,4.835697683497099,45.763084145575554
79439587917,50213,Cordeliers,"46050,42744",167,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8357475179605105 45.763756504286285),17645,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820101'],['La Bourse-Grenette'],LA BOURSE-GRENETTE,la bourse-grenette,FXX,iris d'habitat,Cordeliers-Jacobins,Non,,,4.8357475179605105,45.763756504286285
79440787811,50214,Cordeliers,"42744,46050",168,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.83585982942995 45.76280050960893),17645,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820101'],['La Bourse-Grenette'],LA BOURSE-GRENETTE,la bourse-grenette,FXX,iris d'habitat,Cordeliers-Jacobins,Non,,,4.83585982942995,45.76280050960893
79444287882,50211,Cordeliers,"42744,46050",268,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.836342687775433 45.763424882814874),17645,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820101'],['La Bourse-Grenette'],LA BOURSE-GRENETTE,la bourse-grenette,FXX,iris d'habitat,Cordeliers-Jacobins,Non,,,4.836342687775433,45.763424882814874
79441187905,50212,Cordeliers,"42744,46050",269,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.835952613702868 45.76364257445687),17645,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820101'],['La Bourse-Grenette'],LA BOURSE-GRENETTE,la bourse-grenette,FXX,iris d'habitat,Cordeliers-Jacobins,Non,,,4.835952613702868,45.76364257445687
79439888271,50461,Hôtel de Ville,"46052,30156,42743",270,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.835935577425913 45.766939095496916),49057,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69381'],['Lyon 1er Arrondissement'],['693810101'],"[""Terreaux-BÃ¢t d'Argent""]",TERREAUX-BÃT D'ARGENT,terreaux-bÃ¢t d'argent,FXX,iris d'habitat,Terreaux-Bat d'Argent,Non,,,4.835935577425913,45.766939095496916
79439788315,50462,Hôtel de Ville,"46052,30156,42743",271,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.83594232832493 45.76733112669544),49057,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69381'],['Lyon 1er Arrondissement'],['693810101'],"[""Terreaux-BÃ¢t d'Argent""]",TERREAUX-BÃT D'ARGENT,terreaux-bÃ¢t d'argent,FXX,iris d'habitat,Terreaux-Bat d'Argent,Non,,,4.83594232832493,45.76733112669544
79438288396,50463,Hôtel de Ville,"46052,30156,42743",272,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.835782512094804 45.76806549001244),26529,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69381'],['Lyon 1er Arrondissement'],['693810102'],['Louis Pradel'],LOUIS PRADEL,louis pradel,FXX,iris d'activitÃ©,Terreaux-Bat d'Argent,Non,,,4.835782512094804,45.76806549001244
79441088271,50464,Hôtel de Ville,"42743,30156,46052",171,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.836096257932617 45.76693434847479),49057,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69381'],['Lyon 1er Arrondissement'],['693810101'],"[""Terreaux-BÃ¢t d'Argent""]",TERREAUX-BÃT D'ARGENT,terreaux-bÃ¢t d'argent,FXX,iris d'habitat,Terreaux-Bat d'Argent,Non,,,4.836096257932617,45.76693434847479
79391186710,50001,Ampère Victor Hugo,46049,2,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.829041213332161 45.75303804763971),28438,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820302'],['AmpÃ¨re-Ainay'],AMPÃRE-AINAY,ampÃ¨re-ainay,FXX,iris d'habitat,Grand Quartier 3,Non,,,4.829041213332161,45.75303804763971
79394786727,50002,Ampère Victor Hugo,42745,161,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.829517438936797 45.753187602948806),47090,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69382'],['Lyon 2e Arrondissement'],['693820401'],['Gailleton-Auguste Comte'],GAILLETON-AUGUSTE COMTE,gailleton-auguste comte,FXX,iris d'habitat,Carnot-Gailleton,Non,,,4.829517438936797,45.753187602948806
79618988309,50041,Brotteaux,"46022,46023",53,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.858965607632659 45.766763067896804),37947,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69386'],['Lyon 6e Arrondissement'],['693860601'],['Jules Ferry'],JULES FERRY,jules ferry,FXX,iris d'habitat,Jules Ferry-RÃ©camier,Non,,,4.858965607632659,45.766763067896804
79621488338,50042,Brotteaux,"46022,46023",195,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.859293276743974 45.76701737286186),37947,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69386'],['Lyon 6e Arrondissement'],['693860601'],['Jules Ferry'],JULES FERRY,jules ferry,FXX,iris d'habitat,Jules Ferry-RÃ©camier,Non,,,4.859293276743974,45.76701737286186
79623188360,50043,Brotteaux,"46022,46023",196,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.85952451827665 45.76720786447665),37947,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69386'],['Lyon 6e Arrondissement'],['693860601'],['Jules Ferry'],JULES FERRY,jules ferry,FXX,iris d'habitat,Jules Ferry-RÃ©camier,Non,,,4.85952451827665,45.76720786447665
79615387740,55201,Part Dieu,"46025,46024",56,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.858260576352449 45.76166313181598),49059,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830301'],['Part Dieu'],PART DIEU,part dieu,FXX,iris d'activitÃ©,Part Dieu-Bir Hakeim,Non,,,4.858260576352449,45.76166313181598
79622587642,55202,Part Dieu,"46024,46025",197,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.859147918451784 45.76075963469417),49059,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830301'],['Part Dieu'],PART DIEU,part dieu,FXX,iris d'activitÃ©,Part Dieu-Bir Hakeim,Non,,,4.859147918451784,45.76075963469417
79600887728,55203,Part Dieu,"46025,46024",198,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8563920518930965 45.761591759501776),49059,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830301'],['Part Dieu'],PART DIEU,part dieu,FXX,iris d'activitÃ©,Part Dieu-Bir Hakeim,Non,,,4.8563920518930965,45.761591759501776
79533187474,50431,Place Guichard,46027,59,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.847595635365275 45.75950361638116),35831,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830104'],['Bonnel-Servient'],BONNEL-SERVIENT,bonnel-servient,FXX,iris d'habitat,Grand Quartier 1,Non,,,4.847595635365275,45.75950361638116
79529587457,50432,Place Guichard,46027,199,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.847129806212806 45.759364434385816),35831,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830104'],['Bonnel-Servient'],BONNEL-SERVIENT,bonnel-servient,FXX,iris d'habitat,Grand Quartier 1,Non,,,4.847129806212806,45.759364434385816
79534287465,50433,Place Guichard,46026,200,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.847739330333937 45.75941741112418),35831,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69383'],['Lyon 3e Arrondissement'],['693830104'],['Bonnel-Servient'],BONNEL-SERVIENT,bonnel-servient,FXX,iris d'habitat,Grand Quartier 1,Non,,,4.847739330333937,45.75941741112418
79860184408,50821,Mermoz - Pinel,"30185,30186",100,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.8883277947413415 45.73098906148109),43402,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],['8421'],['Lyon'],['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69029'],['Bron'],['69029'],['Bron'],['690290602'],['Essarts Sud'],ESSARTS SUD,essarts sud,FXX,iris d'habitat,Grand Quartier 6,Non,,,4.8883277947413415,45.73098906148109
79851684328,50822,Mermoz-Pinel,"30185,30186",228,2023-03-27 02:31:26,2023-03-27 06:01:02,POINT (4.887201522606398 45.730296903522785),49062,2022,['84'],['Auvergne-RhÃ´ne-Alpes'],['69'],['RhÃ´ne'],['691'],['Lyon'],,,['69123'],['Lyon'],['200046977'],['MÃ©tropole de Lyon'],,,['69123'],['Lyon'],['69388'],['Lyon 8e Arrondissement'],['693880402'],['La TrinitÃ©-Mermoz'],LA TRINITÃ-MERMOZ,la trinitÃ©-mermoz,FXX,iris d'habitat,Mairie-Mermoz,Non,,,4.887201522606398,45.730296903522785
