id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,nature_culture,valeur_fonciere,latitude,longitude,nombre_lots,numero_disposition,code_departement,Nombre_unite,Nombre_dependance,Year,num_trimestre,quarter,geometry,index_right,epci_name,iris_code,iris_name,iris_name_l,Prix_m2,Month,Pris_m2_moy_iris,std,Vente_par_iris,Vente_par_iris_tri,N_logements,N_res_ppale,N_res_second,N_vacant,N_maisons,N_apparts,N_proprietaire,N_locataire,DISP_MED19,Ec_maternelle,Ec_elementaire,UU2020,COM,TRIRIS,GRD_QUART,TYP_IRIS,P19_POP1564,P19_POP1524,P19_POP2554,P19_POP5564,P19_ACT1564,P19_CHOM1564,P19_INACT1564,Part_dactifs,Part_chomeurs,Arrondissement,dist_metro
2021-1603937,2021-07-29,1.0,75116,176.0,350.0,6.0,sols,4950000.0,48.858538,2.287847,0,1,75,1,0,2021,3,2021_Q3,POINT (2.287847 48.858538),1996.0,['MÃ©tropole du Grand Paris'],751166221,Muette 2,muette 21,14142.857142857143,7,13007.354467478692,5869.797864064854,94,5,1035.0,860.0,100.0,75.0,17.0,959.0,505.0,282.0,46130,0,1,00851,75116,751791,7511662,H,1218.29596144049,296.103148574299,683.034500876917,239.158311989272,909.915598917297,86.248981161173,308.38036252319,0.7468756588845867,0.07079476899783355,75116,0.002178698303696823
2020-1447387,2020-07-16,1.0,75116,0.0,51.0,3.0,0,700000.0,48.85943,2.283226,1,1,75,1,0,2020,3,2020_Q3,POINT (2.283226 48.85943),20642.0,['MÃ©tropole du Grand Paris'],751166220,Muette 2,muette 20,13725.490196078432,7,11113.651071718763,4232.235481254818,178,4,1738.0,1420.0,232.0,85.0,15.0,1671.0,687.0,636.0,41770,0,0,00851,75116,751801,7511662,H,1613.794026137,358.105056644373,990.239836016065,265.449133476565,1178.46624273604,116.451930752842,435.327783400965,0.7302457585352322,0.07216034318307486,75116,0.003192559800620715
2018-1415787,2018-04-27,1.0,75116,153.0,150.0,6.0,sols,1660000.0,48.841924,2.263509,0,1,75,1,0,2018,2,2018_Q2,POINT (2.263509 48.841924),41464.0,['MÃ©tropole du Grand Paris'],751166113,Auteuil 1,auteuil 13,11066.666666666666,4,8872.721828331518,3902.9225521969965,141,11,1293.0,1026.0,163.0,105.0,29.0,1238.0,564.0,355.0,43520,1,3,00851,75116,751911,7511661,H,1280.37564978771,338.959459053569,727.296292665519,214.119898068625,902.108005559175,76.5584411094082,378.267644228538,0.7045651061145587,0.05979373406710898,75116,0.0032861462907351983
2018-1418548,2018-12-10,1.0,75116,193.0,250.0,9.0,sols,3950000.0,48.855761,2.268674,1,1,75,1,2,2018,4,2018_Q4,POINT (2.268674 48.855761),43529.0,['MÃ©tropole du Grand Paris'],751166206,Muette ,muette 6,15800.0,12,13618.210617252025,8032.579099003165,169,9,1164.0,919.0,112.0,134.0,34.0,1097.0,578.0,256.0,47400,1,0,00851,75116,751831,7511662,H,1105.63588886626,197.026972332272,720.478439215787,188.1304773182,867.674038470515,49.9841644543355,237.961850395743,0.7847737643178754,0.04520852204389838,75116,0.0013568794800583317
2021-1620871,2021-03-30,1.0,75116,220.0,342.0,7.0,sols,4571500.0,48.855715,2.268872,0,1,75,1,0,2021,1,2021_Q1,POINT (2.268872 48.855715),43529.0,['MÃ©tropole du Grand Paris'],751166206,Muette ,muette 6,13366.959064327486,3,11641.587945708816,5704.559474335261,169,8,1164.0,919.0,112.0,134.0,34.0,1097.0,578.0,256.0,47400,1,0,00851,75116,751831,7511662,H,1105.63588886626,197.026972332272,720.478439215787,188.1304773182,867.674038470515,49.9841644543355,237.961850395743,0.7847737643178754,0.04520852204389838,75116,0.0011538716061155207
2017-746574,2017-12-28,1.0,75116,199.0,275.0,8.0,sols,3000000.0,48.852189,2.26545,0,1,75,1,0,2017,4,2017_Q4,POINT (2.26545 48.852189),24874.0,['MÃ©tropole du Grand Paris'],751166123,Auteuil 2,auteuil 23,10909.09090909091,12,10453.352696531838,1870.6973905618113,126,5,1387.0,1141.0,161.0,86.0,45.0,1308.0,617.0,458.0,49610,0,0,00851,75116,751881,7511661,H,1330.51341224498,347.793486469421,755.696100916716,227.023824858847,919.359801653662,56.624868759564,411.153610591322,0.6909812356588145,0.04255866061809979,75116,0.002461425479390887
2018-1417829,2018-10-19,1.0,75116,106.0,246.0,11.0,sols,2890000.0,48.853525,2.266028,0,1,75,1,0,2018,4,2018_Q4,POINT (2.266028 48.853525),24874.0,['MÃ©tropole du Grand Paris'],751166123,Auteuil 2,auteuil 23,11747.967479674797,10,9910.831633196502,3735.676909228772,126,7,1387.0,1141.0,161.0,86.0,45.0,1308.0,617.0,458.0,49610,0,0,00851,75116,751881,7511661,H,1330.51341224498,347.793486469421,755.696100916716,227.023824858847,919.359801653662,56.624868759564,411.153610591322,0.6909812356588145,0.04255866061809979,75116,0.0022215119190742085
2019-1530126,2019-06-21,1.0,75116,127.0,240.0,7.0,sols,2740000.0,48.851786,2.265652,0,1,75,1,0,2019,2,2019_Q2,POINT (2.265652 48.851786),24874.0,['MÃ©tropole du Grand Paris'],751166123,Auteuil 2,auteuil 23,11416.666666666666,6,10715.844317515888,954.5780020379656,126,9,1387.0,1141.0,161.0,86.0,45.0,1308.0,617.0,458.0,49610,0,0,00851,75116,751881,7511661,H,1330.51341224498,347.793486469421,755.696100916716,227.023824858847,919.359801653662,56.624868759564,411.153610591322,0.6909812356588145,0.04255866061809979,75116,0.0023217793035941376
2020-1448506,2020-10-30,1.0,75116,120.0,240.0,6.0,sols,3513800.0,48.85172,2.265536,0,1,75,1,0,2020,4,2020_Q4,POINT (2.265536 48.85172),24874.0,['MÃ©tropole du Grand Paris'],751166123,Auteuil 2,auteuil 23,14640.833333333334,10,13254.82034104062,6965.351151541382,126,6,1387.0,1141.0,161.0,86.0,45.0,1308.0,617.0,458.0,49610,0,0,00851,75116,751881,7511661,H,1330.51341224498,347.793486469421,755.696100916716,227.023824858847,919.359801653662,56.624868759564,411.153610591322,0.6909812356588145,0.04255866061809979,75116,0.0024504414260690965
2020-1446786,2020-05-12,1.0,75116,0.0,320.0,7.0,0,3460800.0,48.845732,2.261234,1,1,75,1,1,2020,2,2020_Q2,POINT (2.261234 48.845732),45023.0,['MÃ©tropole du Grand Paris'],751166111,Auteuil 1,auteuil 11,10815.0,5,12660.07897511845,2462.9974314038786,125,4,1465.0,1230.0,142.0,93.0,23.0,1403.0,577.0,563.0,44330,0,2,00851,75116,751911,7511661,H,1388.73388424631,296.857267113155,831.397600920128,260.47901621303,1087.08856594113,125.718348941732,301.645318305178,0.7827911295842772,0.09052731438893459,75116,0.0011873662468210803
2018-1416527,2018-07-06,1.0,75116,322.0,440.0,12.0,sols,6112700.0,48.856902,2.273349,0,1,75,1,0,2018,3,2018_Q3,POINT (2.273349 48.856902),1292.0,['MÃ©tropole du Grand Paris'],751166204,Muette ,muette 4,13892.5,7,11482.579254079255,3341.3144063623654,118,3,1355.0,1142.0,98.0,115.0,11.0,1310.0,555.0,497.0,50600,1,2,00851,75116,751851,7511662,H,1413.6702414274,258.919226950342,908.818720372737,245.932294104321,1108.01974206536,103.882818141328,305.650499362044,0.7837893941564329,0.07348447685822138,75116,0.001289451148391041
2018-1416003,2018-05-02,1.0,75116,0.0,100.0,3.0,0,957214.44,48.863916,2.289235,10,1,75,1,0,2018,2,2018_Q2,POINT (2.289235 48.863916),34713.0,['MÃ©tropole du Grand Paris'],751166403,Chaillot ,chaillot 3,9572.1444,5,11577.294702309946,5904.233286302554,165,7,2061.0,1499.0,383.0,179.0,27.0,1989.0,596.0,787.0,40560,0,2,00851,75116,751781,7511664,H,1909.58110490869,458.907680429643,1084.60727259683,366.06615188222,1380.60239427348,125.796179911851,528.978710635208,0.7229870418829348,0.06587632208366775,75116,0.003348636892302274
2019-1529171,2019-04-12,1.0,75116,0.0,158.0,7.0,0,1605000.0,48.8502,2.273497,4,1,75,1,0,2019,2,2019_Q2,POINT (2.273497 48.8502),1995.0,['MÃ©tropole du Grand Paris'],751166128,Auteuil 2,auteuil 28,10158.227848101265,4,8713.161829787856,3800.03206474227,163,7,1679.0,1403.0,121.0,155.0,5.0,1658.0,579.0,761.0,40850,1,1,00851,75116,751861,7511661,H,1677.8238153062,281.968618828556,1031.86381105543,363.991385422205,1326.39795425633,147.413606570116,351.425861049863,0.7905466248339458,0.08786000366982112,75116,0.0028618084511717657
2019-1531492,2019-10-22,1.0,75116,91.0,260.0,5.0,sols,2639300.0,48.843241,2.26748,0,1,75,1,0,2019,4,2019_Q4,POINT (2.26748 48.843241),9422.0,['MÃ©tropole du Grand Paris'],751166116,Auteuil 1,auteuil 16,10151.153846153846,10,10780.129667881547,4750.319943240909,51,5,835.0,731.0,50.0,54.0,29.0,765.0,355.0,318.0,41620,0,0,00851,75116,751921,7511661,H,1061.06877159097,221.060020043129,660.051159067667,179.957592480175,807.027773255879,66.9522419430176,254.040998335092,0.7605800819543664,0.06309887137911822,75116,0.0017493393741560537
2021-1600616,2021-06-28,1.0,75116,138.0,250.0,8.0,sols,3090000.0,48.848995,2.268784,0,1,75,1,0,2021,2,2021_Q2,POINT (2.268784 48.848995),14600.0,['MÃ©tropole du Grand Paris'],751166118,Auteuil 1,auteuil 18,12360.0,6,10599.397925681827,4412.849474182238,106,5,1342.0,1176.0,89.0,77.0,38.0,1210.0,649.0,466.0,44040,1,0,00851,75116,751901,7511661,H,1665.77742671341,338.572013033544,953.992544858833,373.212868821038,1240.48239616691,139.076203360467,425.295030546501,0.7446867608323819,0.08349026774535255,75116,0.0018174092114188864
2020-1446471,2020-03-19,1.0,75116,510.0,430.0,6.0,sols,5050000.0,48.850928,2.264653,0,1,75,1,0,2020,1,2020_Q1,POINT (2.264653 48.850928),39153.0,['MÃ©tropole du Grand Paris'],751166122,Auteuil 2,auteuil 22,11744.186046511628,3,13375.131979092803,4740.7563942933775,161,5,1415.0,1168.0,155.0,92.0,19.0,1357.0,738.0,348.0,50230,1,0,00851,75116,751881,7511661,H,1638.8684204572,648.092299182922,731.436938841902,259.339182432373,997.328784972978,98.9778022981574,641.539635484219,0.6085471978859354,0.060393989573943506,75116,0.003207418590372979
2020-1447911,2020-09-10,1.0,75116,348.0,235.0,7.0,sols,4130000.0,48.875149,2.280971,0,1,75,1,0,2020,3,2020_Q3,POINT (2.280971 48.875149),26633.0,['MÃ©tropole du Grand Paris'],751166311,Porte Dauphine 1,porte dauphine 11,17574.468085106382,9,20279.87388561945,21839.92556544081,155,8,1045.0,799.0,159.0,88.0,48.0,966.0,355.0,365.0,43820,0,0,00851,75116,751751,7511663,H,1108.23281738684,247.50651827918,597.134429203637,263.591869904021,801.561856485046,74.1655156090898,306.670960901792,0.7232793000798248,0.06692232394269693,75116,0.0029454311348105842
2020-1448122,2020-09-24,1.0,75116,321.0,380.0,17.0,sols,4250000.0,48.845002,2.26268,0,1,75,1,0,2020,3,2020_Q3,POINT (2.26268 48.845002),26631.0,['MÃ©tropole du Grand Paris'],751166112,Auteuil 1,auteuil 12,11184.21052631579,9,11410.779697972563,2258.2270302891893,116,4,1047.0,887.0,86.0,74.0,98.0,937.0,512.0,308.0,50670,0,1,00851,75116,751911,7511661,H,1212.79819421904,272.927901753629,680.513669887363,259.356622578043,881.28359486958,92.2603186553596,331.514599349455,0.7266531225642755,0.07607227574639407,75116,0.0006462989370995201
2021-1612545,2021-12-13,1.0,75116,120.0,210.0,7.0,sols,2850000.0,48.84418,2.262197,0,1,75,1,0,2021,4,2021_Q4,POINT (2.262197 48.84418),26631.0,['MÃ©tropole du Grand Paris'],751166112,Auteuil 1,auteuil 12,13571.42857142857,12,14000.873887763482,6741.520774145095,116,7,1047.0,887.0,86.0,74.0,98.0,937.0,512.0,308.0,50670,0,1,00851,75116,751911,7511661,H,1212.79819421904,272.927901753629,680.513669887363,259.356622578043,881.28359486958,92.2603186553596,331.514599349455,0.7266531225642755,0.07607227574639407,75116,0.0007034310912208541
2019-1528867,2019-03-15,1.0,75116,0.0,295.0,11.0,0,3100000.0,48.851924,2.273221,1,1,75,1,0,2019,1,2019_Q1,POINT (2.273221 48.851924),32241.0,['MÃ©tropole du Grand Paris'],751166125,Auteuil 2,auteuil 25,10508.474576271186,3,10311.220553896985,2413.1990334276225,138,7,1292.0,1104.0,104.0,84.0,11.0,1246.0,616.0,387.0,46280,0,1,00851,75116,751871,7511661,H,1268.95999538583,266.618200593017,761.511978254481,240.829816538334,963.260819160902,116.512302843402,305.699176224931,0.7590947095759472,0.09181715993180398,75116,0.00458808966904079
2019-1530595,2019-08-02,1.0,75116,169.0,275.0,7.0,sols,2668850.0,48.840267,2.259917,0,1,75,1,0,2019,3,2019_Q3,POINT (2.259917 48.840267),5514.0,['MÃ©tropole du Grand Paris'],751166105,Auteuil ,auteuil 5,9704.90909090909,8,10157.362319739468,1679.484787198441,120,8,1430.0,1158.0,143.0,129.0,79.0,1351.0,543.0,562.0,34800,0,0,00851,75116,751951,7511661,H,1305.87196242945,214.783810029012,806.682304206058,284.40584819438,1031.73426544584,120.772942893267,274.137696983608,0.7900730662188329,0.09248452096986637,75116,0.002167857768182652
2017-747267,2017-09-14,1.0,75117,175.0,400.0,10.0,sols,4916000.0,48.882129,2.307285,0,1,75,1,0,2017,3,2017_Q3,POINT (2.307285 48.882129),9430.0,['MÃ©tropole du Grand Paris'],751176603,Plaine Monceau ,plaine monceau 3,12290.0,9,10251.798570721323,3362.1135023158085,166,10,1928.0,1547.0,168.0,212.0,32.0,1840.0,677.0,717.0,51650,0,0,00851,75117,752071,7511766,H,2158.75980052137,459.461403615068,1311.41408558608,387.88431132023,1603.96755852549,184.460208282452,554.792241995884,0.7430041814462683,0.08544730554918724,75117,0.0022520140877567664
2018-1421789,2018-09-26,1.0,75117,159.0,480.0,12.0,sols,5700000.0,48.882251,2.307502,0,1,75,1,0,2018,3,2018_Q3,POINT (2.307502 48.882251),9430.0,['MÃ©tropole du Grand Paris'],751176603,Plaine Monceau ,plaine monceau 3,11875.0,9,58695.96290921281,170875.11994386636,166,9,1928.0,1547.0,168.0,212.0,32.0,1840.0,677.0,717.0,51650,0,0,00851,75117,752071,7511766,H,2158.75980052137,459.461403615068,1311.41408558608,387.88431132023,1603.96755852549,184.460208282452,554.792241995884,0.7430041814462683,0.08544730554918724,75117,0.0021839125310885717
2018-1419481,2018-03-14,1.0,75117,344.0,585.0,10.0,sols,6350000.0,48.885594,2.300336,0,1,75,1,0,2018,1,2018_Q1,POINT (2.300336 48.885594),47226.0,['MÃ©tropole du Grand Paris'],751176609,Plaine Monceau ,plaine monceau 9,10854.700854700855,3,11289.497076886193,1169.7728031208437,109,5,1322.0,1087.0,112.0,122.0,12.0,1277.0,660.0,346.0,49620,0,0,00851,75117,752081,7511766,H,1333.96877714894,331.420342042772,730.055807626678,272.492627479485,978.070381373234,67.8532284039583,355.898395775701,0.7332033538773229,0.05086567959182628,75117,0.004645597621075789
2018-1419914,2018-04-06,1.0,75117,0.0,250.0,9.0,0,2600000.0,48.885676,2.30226,10,1,75,1,0,2018,2,2018_Q2,POINT (2.30226 48.885676),47226.0,['MÃ©tropole du Grand Paris'],751176609,Plaine Monceau ,plaine monceau 9,10400.0,4,9843.015511179972,2852.7498525574265,109,8,1322.0,1087.0,112.0,122.0,12.0,1277.0,660.0,346.0,49620,0,0,00851,75117,752081,7511766,H,1333.96877714894,331.420342042772,730.055807626678,272.492627479485,978.070381373234,67.8532284039583,355.898395775701,0.7332033538773229,0.05086567959182628,75117,0.0029943852459131653
2021-1584326,2021-05-29,1.0,75117,0.0,40.0,2.0,0,448000.0,48.881258,2.286578,1,1,75,1,0,2021,2,2021_Q2,POINT (2.286578 48.881258),38070.0,['MÃ©tropole du Grand Paris'],751176507,Ternes ,ternes 7,11200.0,5,10716.876591003527,1274.8787116155736,192,10,1688.0,1346.0,149.0,193.0,17.0,1586.0,623.0,624.0,39290,0,0,00851,75117,752131,7511765,H,1658.74974261824,301.671992835407,1082.71550037843,274.362249404408,1326.20799837631,134.28930343937,332.54174424193,0.7995226551070734,0.08095814575826378,75117,0.0075115142579933935
2021-1593053,2021-09-30,1.0,75117,0.0,56.0,1.0,0,1020000.0,48.881258,2.286578,1,1,75,1,0,2021,3,2021_Q3,POINT (2.286578 48.881258),38070.0,['MÃ©tropole du Grand Paris'],751176507,Ternes ,ternes 7,18214.285714285714,9,14535.775891523132,7911.344623708483,192,9,1688.0,1346.0,149.0,193.0,17.0,1586.0,623.0,624.0,39290,0,0,00851,75117,752131,7511765,H,1658.74974261824,301.671992835407,1082.71550037843,274.362249404408,1326.20799837631,134.28930343937,332.54174424193,0.7995226551070734,0.08095814575826378,75117,0.0075115142579933935
2018-1420764,2018-07-05,1.0,75117,179.0,350.0,9.0,sols,3960380.0,48.886533,2.308167,0,1,75,1,0,2018,3,2018_Q3,POINT (2.308167 48.886533),9431.0,['MÃ©tropole du Grand Paris'],751176611,Plaine Monceau 1,plaine monceau 11,11315.371428571429,7,11509.496774344785,3140.3799096872667,194,11,1647.0,1370.0,124.0,152.0,19.0,1594.0,673.0,621.0,46810,0,0,00851,75117,752081,7511766,H,1853.40200139415,439.268547996015,1110.20967390774,303.923779490394,1426.1134824053,116.936871720237,427.288518988851,0.7694571827010876,0.0630930967120332,75117,0.00401963599252866
2020-1451335,2020-09-01,1.0,75117,0.0,90.0,3.0,0,1260000.0,48.879834,2.290529,2,1,75,1,0,2020,3,2020_Q3,POINT (2.290529 48.879834),49176.0,['MÃ©tropole du Grand Paris'],751176508,Ternes ,ternes 8,14000.0,9,13047.035566583954,1754.825473532894,201,3,2153.0,1699.0,231.0,223.0,28.0,2006.0,859.0,721.0,47310,1,1,00851,75117,752151,7511765,H,2099.89703691193,361.646868522122,1332.22926347414,406.020904915665,1691.82743450779,140.212534746867,408.069602404142,0.8056716137833883,0.06677114748114553,75117,0.006130125449452635
2017-747737,2017-10-02,1.0,75117,0.0,20.0,1.0,0,191000.0,48.88333,2.316854,1,1,75,1,0,2017,4,2017_Q4,POINT (2.316854 48.88333),17764.0,['MÃ©tropole du Grand Paris'],751176709,Batignolles ,batignolles 9,9550.0,10,9814.988359788358,1036.6292768315845,215,11,1725.0,1394.0,169.0,163.0,18.0,1674.0,465.0,846.0,34260,0,0,00851,75117,752061,7511767,H,1715.33732888151,253.945100475719,1302.36592408893,159.026304316865,1503.90014722695,138.325562535452,211.437181654562,0.8767372585586835,0.08064044325651534,75117,0.004207058125238235
2021-1621746,2021-01-18,1.0,75117,208.0,237.0,8.0,sols,2926000.0,48.885707,2.294801,0,1,75,1,0,2021,1,2021_Q1,POINT (2.294801 48.885707),14602.0,['MÃ©tropole du Grand Paris'],751176613,Plaine Monceau 1,plaine monceau 13,12345.991561181434,1,12139.14384600535,756.4627800302911,137,3,1348.0,1145.0,69.0,134.0,9.0,1319.0,517.0,550.0,41120,0,1,00851,75117,752101,7511766,H,1558.8181577008,344.689748457849,996.994922064149,217.133487178802,1181.93841642558,116.431355742447,376.879741275222,0.7582272573530296,0.07469207050691468,75117,0.002952085306911922
2020-1450039,2020-02-26,1.0,75117,87.0,143.0,4.0,sols,1623000.0,48.896239,2.324407,0,1,75,1,0,2020,1,2020_Q1,POINT (2.324407 48.896239),11392.0,['MÃ©tropole du Grand Paris'],751176815,Ãpinettes 1,Ã©pinettes 15,11349.65034965035,2,9829.933136265394,2421.4966851126087,106,6,1459.0,1223.0,102.0,134.0,30.0,1392.0,341.0,844.0,21320,1,2,00851,75117,751971,7511768,H,1551.87235908268,366.20113424571,984.965755861589,200.705468975386,1258.29096845041,187.651193043814,293.581390632275,0.8108211742325203,0.12091921861069528,75117,0.004544786227249922
2022-524508,2022-06-20,1.0,75118,0.0,17.0,1.0,0,184038.47,48.88971,2.346588,1,1,75,1,0,2022,2,2022_Q2,POINT (2.346588 48.88971),34719.0,['MÃ©tropole du Grand Paris'],751187010,Clignancourt 1,clignancourt 10,10825.792352941176,6,10820.08455519477,1086.9641464490658,150,7,1233.0,1062.0,72.0,99.0,4.0,1204.0,423.0,591.0,27420,0,0,00851,75118,752351,7511870,H,1253.67891228539,198.913282186098,908.662815192336,146.102814906958,1082.90231007166,92.4369212302944,170.776602213735,0.8637796324559585,0.07373253256831673,75118,0.003452294095422304
2020-1455745,2020-11-10,1.0,75118,66.0,102.0,2.0,sols,1150000.0,48.897653,2.342112,0,1,75,1,0,2020,4,2020_Q4,POINT (2.342112 48.897653),38077.0,['MÃ©tropole du Grand Paris'],751186925,Grandes CarriÃ¨res 2,grandes carriÃ¨res 25,11274.509803921568,11,10342.045347761386,1786.4767455944166,59,3,1397.0,1190.0,42.0,165.0,40.0,1329.0,200.0,973.0,17650,1,0,00851,75118,752291,7511869,H,2167.22533749004,563.473257449964,1197.65407175622,406.098008283854,1527.04342125155,286.137943837765,640.181916238488,0.7046075896381346,0.1320296228029311,75118,0.0026918664559612143
2019-1540962,2019-12-06,1.0,75118,0.0,42.0,2.0,0,355000.0,48.887918,2.345627,4,1,75,1,0,2019,4,2019_Q4,POINT (2.345627 48.887918),23583.0,['MÃ©tropole du Grand Paris'],751187009,Clignancourt ,clignancourt 9,8452.380952380952,12,9645.047501720446,3400.3143137607267,339,23,2172.0,1807.0,198.0,166.0,4.0,2055.0,616.0,1107.0,29980,0,2,00851,75118,752351,7511870,H,2112.63398601833,308.993739013129,1385.86580770744,417.774439297758,1723.18409432381,178.117002035927,389.449891694517,0.815656713717593,0.08431039319386467,75118,0.0042646661603912474
2021-1591476,2021-09-15,1.0,75118,0.0,130.0,6.0,0,1695250.0,48.884002,2.34303,1,1,75,1,0,2021,3,2021_Q3,POINT (2.34303 48.884002),43534.0,['MÃ©tropole du Grand Paris'],751187002,Clignancourt ,clignancourt 2,13040.384615384615,9,11842.073105714666,2636.795646598183,211,14,2018.0,1516.0,236.0,265.0,14.0,1890.0,494.0,927.0,30170,1,0,00851,75118,752381,7511870,H,1854.3468915364,270.77387066359,1323.82712395797,259.745896914834,1565.79897333085,177.750616098645,288.547918205549,0.8443937757694966,0.09585618360293502,75118,0.0012826981190951997
2020-1455704,2020-10-20,1.0,75118,90.0,180.0,6.0,sols,2200000.0,48.884065,2.33641,0,1,75,1,0,2020,4,2020_Q4,POINT (2.33641 48.884065),41468.0,['MÃ©tropole du Grand Paris'],751186902,Grandes CarriÃ¨res ,grandes carriÃ¨res 2,12222.222222222223,10,10291.716340898007,4176.146784964379,206,15,1751.0,1347.0,156.0,249.0,16.0,1716.0,592.0,688.0,26990,0,0,00851,75118,752391,7511869,H,1799.64603844354,266.820354751491,1265.71381213021,267.111871561848,1507.13768153415,140.337657167156,292.50835690939,0.8374633952116652,0.07798069963165082,75118,0.0020379821708615214
2022-525122,2022-06-30,1.0,75118,112.0,180.0,6.0,sols,2634750.0,48.883726,2.335672,0,1,75,1,0,2022,2,2022_Q2,POINT (2.335672 48.883726),41468.0,['MÃ©tropole du Grand Paris'],751186902,Grandes CarriÃ¨res ,grandes carriÃ¨res 2,14637.5,6,12178.55867966428,6353.7603634886245,206,11,1751.0,1347.0,156.0,249.0,16.0,1716.0,592.0,688.0,26990,0,0,00851,75118,752391,7511869,H,1799.64603844354,266.820354751491,1265.71381213021,267.111871561848,1507.13768153415,140.337657167156,292.50835690939,0.8374633952116652,0.07798069963165082,75118,0.0024134884198507914
2022-521651,2022-05-13,1.0,75118,0.0,50.0,1.0,0,520000.0,48.889644,2.345527,1,1,75,1,0,2022,2,2022_Q2,POINT (2.345527 48.889644),35953.0,['MÃ©tropole du Grand Paris'],751187011,Clignancourt 1,clignancourt 11,10400.0,5,11343.390217431963,1601.7634292744058,192,14,1464.0,1214.0,82.0,168.0,11.0,1450.0,581.0,574.0,30870,0,0,00851,75118,752341,7511870,H,1498.87824156196,177.316369477421,1118.96650993817,202.595362146373,1298.66833745233,120.922669995439,200.209904109627,0.8664268393802327,0.08067544557150097,75118,0.0030022154533811862
2017-749948,2017-10-11,1.0,75118,225.0,300.0,6.0,sols,3500000.0,48.887747,2.341397,0,1,75,1,0,2017,4,2017_Q4,POINT (2.341397 48.887747),47228.0,['MÃ©tropole du Grand Paris'],751187008,Clignancourt ,clignancourt 8,11666.666666666666,10,10606.305633766264,1725.420196247287,105,6,1211.0,920.0,151.0,140.0,13.0,1191.0,470.0,394.0,35650,0,0,00851,75118,752371,7511870,H,1115.9231789189,200.885690129015,700.267877092488,214.769611697397,925.398979160334,71.1522986333782,190.524199758566,0.8292676383484168,0.06376092904738312,75118,0.0032125759140121555
2019-1540815,2019-11-12,1.0,75118,136.0,150.0,4.0,sols,1700000.0,48.895681,2.331374,0,1,75,1,0,2019,4,2019_Q4,POINT (2.331374 48.895681),38075.0,['MÃ©tropole du Grand Paris'],751186922,Grandes CarriÃ¨res 2,grandes carriÃ¨res 22,11333.333333333334,11,9902.998561726698,1536.6466495520338,134,10,1587.0,1425.0,47.0,116.0,6.0,1400.0,545.0,809.0,31760,1,3,00851,75118,752301,7511869,H,1776.30217774089,356.410934708205,1112.51984447122,307.371398561466,1489.77381922424,134.916945085257,286.528358516651,0.8386939102438875,0.07595382518578288,75118,0.009570650338680164
2019-1538681,2019-06-14,1.0,75118,111.0,58.0,3.0,sols,456000.0,48.896521,2.343918,0,1,75,1,0,2019,2,2019_Q2,POINT (2.343918 48.896521),28547.0,['MÃ©tropole du Grand Paris'],751187025,Clignancourt 2,clignancourt 25,7862.068965517241,6,7714.967905919141,3005.090513875579,211,15,1590.0,1363.0,80.0,147.0,25.0,1496.0,506.0,811.0,25400,1,0,00851,75118,752181,7511870,H,1789.62388817516,299.023848224085,1280.18122702516,210.418812925916,1471.20776477825,180.835315247197,318.416123396909,0.8220765125561709,0.10104654751317094,75118,0.0011523702238099573
2021-1582481,2021-04-14,1.0,75118,0.0,145.0,5.0,0,1700000.0,48.883,2.338095,1,1,75,1,0,2021,2,2021_Q2,POINT (2.338095 48.883),41467.0,['MÃ©tropole du Grand Paris'],751186901,Grandes CarriÃ¨res ,grandes carriÃ¨res 1,11724.137931034482,4,11011.498625875736,4174.970383710981,230,17,1783.0,1431.0,159.0,193.0,8.0,1734.0,593.0,788.0,29160,0,1,00851,75118,752391,7511869,H,1731.68483466005,260.193860135895,1229.34358008705,242.147394437106,1372.80421317829,146.291995199353,358.880621481767,0.7927563871331053,0.0844795728825978,75118,0.0005361243314251986
2017-749092,2017-07-25,1.0,75118,123.0,155.0,6.0,sols,2370000.0,48.888485,2.335771,0,1,75,1,0,2017,3,2017_Q3,POINT (2.335771 48.888485),34717.0,['MÃ©tropole du Grand Paris'],751186911,Grandes CarriÃ¨res 1,grandes carriÃ¨res 11,15290.322580645161,7,11471.70745074896,4433.10364665195,105,7,1177.0,942.0,111.0,123.0,43.0,1021.0,507.0,383.0,43580,1,0,00851,75118,752331,7511869,H,989.918773861434,172.723207143154,623.925445776364,193.270120941916,787.490051247506,53.527054597842,202.428722613928,0.795509765084763,0.05407216835482965,75118,0.0033681721641372403
2019-1540951,2019-11-26,1.0,75118,221.0,400.0,5.0,sols,7000000.0,48.887983,2.33582,0,1,75,1,0,2019,4,2019_Q4,POINT (2.33582 48.887983),34717.0,['MÃ©tropole du Grand Paris'],751186911,Grandes CarriÃ¨res 1,grandes carriÃ¨res 11,17500.0,11,16853.709588267448,8009.876085963667,105,6,1177.0,942.0,111.0,123.0,43.0,1021.0,507.0,383.0,43580,1,0,00851,75118,752331,7511869,H,989.918773861434,172.723207143154,623.925445776364,193.270120941916,787.490051247506,53.527054597842,202.428722613928,0.795509765084763,0.05407216835482965,75118,0.003545341662136845
