id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,valeur_fonciere,latitude,longitude,nombre_lots,Prix_m2,Year,Month,prix_m2_moy_surf_habit,prix_m2_moy_terrain
2021-143468,2021-04-02,2.0,13207,0.0,24.0,1.0,116000.0,43.283705,5.361468,1,4833.333333333333,2021,4,5591.026326691246,9444.161121024457
2021-143476,2021-04-15,2.0,13207,0.0,65.0,3.0,241800.0,43.289147,5.361023,1,3720.0,2021,4,5591.026326691246,9444.161121024457
2021-143492,2021-04-20,2.0,13207,0.0,73.0,3.0,295000.0,43.285616,5.353914,1,4041.095890410959,2021,4,5591.026326691246,9444.161121024457
2021-143508,2021-04-15,2.0,13207,0.0,77.0,5.0,280000.0,43.282534,5.355832,2,3636.3636363636365,2021,4,5591.026326691246,9444.161121024457
2021-143519,2021-04-14,2.0,13207,0.0,58.0,3.0,180000.0,43.289313,5.359677,1,3103.448275862069,2021,4,5591.026326691246,9444.161121024457
2021-143526,2021-04-27,2.0,13207,0.0,20.0,1.0,65000.0,43.289027,5.363024,1,3250.0,2021,4,5591.026326691246,9444.161121024457
2021-143541,2021-04-19,1.0,13207,162.0,90.0,4.0,750000.0,43.278623,5.361896,0,8333.333333333334,2021,4,5591.026326691246,9444.161121024457
2021-143547,2021-04-26,2.0,13207,0.0,34.0,1.0,85000.0,43.286782,5.359016,1,2500.0,2021,4,5591.026326691246,9444.161121024457
2021-143555,2021-04-13,2.0,13207,0.0,65.0,3.0,220000.0,43.291483,5.356615,2,3384.6153846153848,2021,4,5591.026326691246,9444.161121024457
2021-143565,2021-04-28,2.0,13207,0.0,43.0,3.0,177500.0,43.282725,5.360435,1,4127.906976744186,2021,4,5591.026326691246,9444.161121024457
2021-143575,2021-04-21,2.0,13207,0.0,65.0,3.0,325000.0,43.284624,5.361242,1,5000.0,2021,4,5591.026326691246,9444.161121024457
2021-143584,2021-04-16,2.0,13207,0.0,40.0,2.0,171000.0,43.290951,5.356618,1,4275.0,2021,4,5591.026326691246,9444.161121024457
2021-143588,2021-04-30,2.0,13207,0.0,66.0,2.0,233000.0,43.29022,5.358996,2,3530.3030303030305,2021,4,5591.026326691246,9444.161121024457
2021-143591,2021-04-12,1.0,13207,307.0,207.0,8.0,910000.0,43.286459,5.35173,0,4396.135265700483,2021,4,5591.026326691246,9444.161121024457
2021-143600,2021-05-04,2.0,13207,0.0,39.0,2.0,90000.0,43.286674,5.359455,1,2307.6923076923076,2021,5,5591.026326691246,9444.161121024457
2021-143602,2021-04-23,2.0,13207,0.0,138.0,4.0,1169380.0,43.270486,5.371489,2,8473.768115942028,2021,4,5591.026326691246,9444.161121024457
2021-143615,2021-04-27,2.0,13207,0.0,73.0,3.0,327750.0,43.29201,5.368108,2,4489.726027397261,2021,4,5591.026326691246,9444.161121024457
2021-143626,2021-04-29,1.0,13207,250.0,72.0,5.0,358000.0,43.27839,5.364805,0,4972.222222222223,2021,4,5591.026326691246,9444.161121024457
2021-143627,2021-04-14,2.0,13207,0.0,77.0,3.0,300000.0,43.287839,5.354431,3,3896.103896103896,2021,4,5591.026326691246,9444.161121024457
2021-143633,2021-04-14,2.0,13207,0.0,137.0,7.0,1100000.0,43.287839,5.354431,2,8029.19708029197,2021,4,5591.026326691246,9444.161121024457
2021-143647,2021-04-16,2.0,13207,0.0,64.0,3.0,215000.0,43.282353,5.35893,2,3359.375,2021,4,5591.026326691246,9444.161121024457
2021-146246,2021-04-28,2.0,13207,0.0,48.0,2.0,133000.0,43.291527,5.368855,1,2770.8333333333335,2021,4,5591.026326691246,9444.161121024457
2021-146251,2021-04-16,1.0,13207,424.0,170.0,5.0,1523320.0,43.274253,5.364269,0,8960.70588235294,2021,4,5591.026326691246,9444.161121024457
2021-146259,2021-04-28,2.0,13207,0.0,65.0,3.0,260900.0,43.286889,5.355803,2,4013.846153846154,2021,4,5591.026326691246,9444.161121024457
2021-146291,2021-04-28,2.0,13207,0.0,62.0,2.0,240000.0,43.283297,5.360363,1,3870.967741935484,2021,4,5591.026326691246,9444.161121024457
2021-146295,2021-04-30,2.0,13207,0.0,92.0,3.0,260000.0,43.288908,5.362359,1,2826.086956521739,2021,4,5591.026326691246,9444.161121024457
2021-146304,2021-05-07,2.0,13207,0.0,38.0,1.0,183600.0,43.291505,5.357475,1,4831.578947368421,2021,5,5591.026326691246,9444.161121024457
2021-146392,2021-05-11,2.0,13207,0.0,40.0,2.0,130000.0,43.286782,5.359016,1,3250.0,2021,5,5591.026326691246,9444.161121024457
2021-146411,2021-04-26,2.0,13207,0.0,90.0,3.0,450000.0,43.28248,5.353699,1,5000.0,2021,4,5591.026326691246,9444.161121024457
2021-146419,2021-05-11,2.0,13207,310.0,109.0,6.0,388000.0,43.285528,5.368389,0,3559.6330275229357,2021,5,5591.026326691246,9444.161121024457
2021-146430,2021-05-18,2.0,13207,0.0,62.0,3.0,256740.0,43.291076,5.367917,3,4140.967741935484,2021,5,5591.026326691246,9444.161121024457
2021-146442,2021-05-12,1.0,13207,0.0,50.0,2.0,184900.0,43.285369,5.359551,1,3698.0,2021,5,5591.026326691246,9444.161121024457
2021-146460,2021-05-17,2.0,13207,0.0,39.0,2.0,108000.0,43.287334,5.36442,1,2769.230769230769,2021,5,5591.026326691246,9444.161121024457
2021-146467,2021-05-03,2.0,13207,0.0,57.0,3.0,315800.0,43.284397,5.35013,1,5540.350877192983,2021,5,5591.026326691246,9444.161121024457
2021-146499,2021-04-30,2.0,13207,0.0,40.0,2.0,192000.0,43.28931,5.361829,1,4800.0,2021,4,5591.026326691246,9444.161121024457
2021-146540,2021-04-21,2.0,13207,0.0,54.0,3.0,237100.0,43.290033,5.359535,1,4390.740740740741,2021,4,5591.026326691246,9444.161121024457
2021-146542,2021-05-06,2.0,13207,0.0,30.0,2.0,130000.0,43.286917,5.358613,1,4333.333333333333,2021,5,5591.026326691246,9444.161121024457
2021-146544,2021-04-20,1.0,13207,406.0,175.0,5.0,1600000.0,43.271572,5.364416,0,9142.857142857143,2021,4,5591.026326691246,9444.161121024457
2021-146585,2021-05-17,2.0,13207,0.0,54.0,2.0,319000.0,43.282504,5.360284,2,5907.407407407408,2021,5,5591.026326691246,9444.161121024457
2021-146597,2021-05-17,2.0,13207,0.0,78.0,4.0,320000.0,43.28931,5.361829,1,4102.5641025641025,2021,5,5591.026326691246,9444.161121024457
2021-146610,2021-05-07,2.0,13207,0.0,99.0,3.0,306000.0,43.285919,5.359636,1,3090.909090909091,2021,5,5591.026326691246,9444.161121024457
2021-146623,2021-05-11,2.0,13207,0.0,30.0,1.0,113900.0,43.290951,5.356618,1,3796.6666666666665,2021,5,5591.026326691246,9444.161121024457
2021-146629,2021-04-23,2.0,13207,0.0,65.0,3.0,280000.0,43.288497,5.365564,1,4307.692307692308,2021,4,5591.026326691246,9444.161121024457
2021-146641,2021-05-11,2.0,13207,0.0,16.0,1.0,105000.0,43.287824,5.365409,1,6562.5,2021,5,5591.026326691246,9444.161121024457
2021-146744,2021-04-23,1.0,13207,205.0,93.0,4.0,810000.0,43.285341,5.362186,0,8709.677419354839,2021,4,5591.026326691246,9444.161121024457
2021-146753,2021-05-04,2.0,13207,0.0,75.0,5.0,240000.0,43.290887,5.370485,2,3200.0,2021,5,5591.026326691246,9444.161121024457
2021-146825,2021-04-30,2.0,13207,0.0,95.0,5.0,325000.0,43.291111,5.357792,2,3421.0526315789475,2021,4,5591.026326691246,9444.161121024457
2021-146952,2021-05-03,2.0,13207,0.0,39.0,2.0,165500.0,43.292082,5.370078,2,4243.589743589743,2021,5,5591.026326691246,9444.161121024457
2021-146976,2021-05-12,2.0,13207,0.0,38.0,1.0,114000.0,43.291126,5.367663,1,3000.0,2021,5,5591.026326691246,9444.161121024457
2021-146986,2021-05-20,2.0,13207,0.0,47.0,2.0,255000.0,43.291557,5.357841,1,5425.531914893617,2021,5,5591.026326691246,9444.161121024457
2021-146993,2021-05-07,2.0,13207,0.0,45.0,2.0,211000.0,43.288167,5.364857,1,4688.888888888889,2021,5,5591.026326691246,9444.161121024457
2021-147017,2021-05-10,2.0,13207,326.0,220.0,11.0,900000.0,43.281697,5.351586,0,4090.909090909091,2021,5,5591.026326691246,9444.161121024457
2021-147049,2021-04-30,2.0,13207,0.0,80.0,3.0,550000.0,43.281348,5.360705,1,6875.0,2021,4,5591.026326691246,9444.161121024457
2021-147053,2021-05-07,2.0,13207,0.0,67.0,3.0,318950.0,43.291895,5.369362,1,4760.44776119403,2021,5,5591.026326691246,9444.161121024457
2021-147075,2021-05-17,2.0,13207,0.0,53.0,2.0,159500.0,43.287286,5.359365,1,3009.433962264151,2021,5,5591.026326691246,9444.161121024457
2021-147081,2021-05-11,1.0,13207,266.0,70.0,2.0,490000.0,43.278681,5.358844,0,7000.0,2021,5,5591.026326691246,9444.161121024457
2021-147083,2021-04-28,2.0,13207,0.0,65.0,3.0,447100.0,43.293147,5.357399,1,6878.461538461538,2021,4,5591.026326691246,9444.161121024457
2021-147100,2021-05-26,2.0,13207,0.0,45.0,2.0,165000.0,43.29146,5.367058,1,3666.6666666666665,2021,5,5591.026326691246,9444.161121024457
2021-147120,2021-05-11,2.0,13207,0.0,32.0,2.0,135000.0,43.287185,5.358927,1,4218.75,2021,5,5591.026326691246,9444.161121024457
2021-147149,2021-05-10,2.0,13207,0.0,82.0,4.0,250000.0,43.289936,5.358564,2,3048.7804878048782,2021,5,5591.026326691246,9444.161121024457
2021-147150,2021-05-11,2.0,13207,127.0,100.0,5.0,994000.0,43.281579,5.365574,0,9940.0,2021,5,5591.026326691246,9444.161121024457
2021-147257,2021-04-30,2.0,13207,0.0,67.0,3.0,230000.0,43.287278,5.353536,1,3432.8358208955224,2021,4,5591.026326691246,9444.161121024457
2021-147258,2021-05-27,2.0,13207,0.0,19.0,1.0,64500.0,43.29227,5.370685,1,3394.7368421052633,2021,5,5591.026326691246,9444.161121024457
2021-147288,2021-05-17,2.0,13207,0.0,48.0,3.0,176500.0,43.287959,5.359861,1,3677.0833333333335,2021,5,5591.026326691246,9444.161121024457
2021-147289,2021-05-12,2.0,13207,0.0,65.0,3.0,295800.0,43.282651,5.354016,2,4550.7692307692305,2021,5,5591.026326691246,9444.161121024457
2021-147291,2021-05-10,2.0,13207,0.0,56.0,3.0,181000.0,43.285939,5.363127,2,3232.1428571428573,2021,5,5591.026326691246,9444.161121024457
2021-147292,2021-05-06,2.0,13207,0.0,48.0,3.0,167600.0,43.290951,5.356618,2,3491.6666666666665,2021,5,5591.026326691246,9444.161121024457
2021-147310,2021-05-06,2.0,13207,0.0,69.0,4.0,450000.0,43.288232,5.369862,3,6521.739130434783,2021,5,5591.026326691246,9444.161121024457
2021-147311,2021-05-06,2.0,13207,0.0,70.0,3.0,300000.0,43.288232,5.369862,2,4285.714285714285,2021,5,5591.026326691246,9444.161121024457
2021-147325,2021-05-11,2.0,13207,0.0,34.0,1.0,105000.0,43.283351,5.361008,1,3088.235294117647,2021,5,5591.026326691246,9444.161121024457
2021-147346,2021-05-27,2.0,13207,0.0,42.0,2.0,159000.0,43.290114,5.358791,1,3785.714285714286,2021,5,5591.026326691246,9444.161121024457
2021-147366,2021-05-17,1.0,13207,519.0,150.0,4.0,1085000.0,43.284703,5.356667,0,7233.333333333333,2021,5,5591.026326691246,9444.161121024457
2021-147372,2021-05-12,1.0,13207,63.0,70.0,4.0,482700.0,43.283419,5.353535,0,6895.714285714285,2021,5,5591.026326691246,9444.161121024457
2021-147439,2021-05-10,2.0,13207,0.0,82.0,4.0,700000.0,43.293147,5.357399,1,8536.585365853658,2021,5,5591.026326691246,9444.161121024457
2021-147445,2021-05-11,1.0,13207,66.0,84.0,3.0,458000.0,43.281672,5.352352,0,5452.380952380952,2021,5,5591.026326691246,9444.161121024457
2021-147557,2021-05-11,2.0,13207,0.0,49.0,2.0,206600.0,43.291527,5.368855,1,4216.326530612245,2021,5,5591.026326691246,9444.161121024457
2021-147562,2021-05-26,2.0,13207,0.0,80.0,3.0,295000.0,43.291809,5.371293,1,3687.5,2021,5,5591.026326691246,9444.161121024457
2021-147595,2021-05-07,2.0,13207,0.0,60.0,2.0,185000.0,43.286806,5.354656,1,3083.3333333333335,2021,5,5591.026326691246,9444.161121024457
2021-147605,2021-05-10,2.0,13207,0.0,91.0,2.0,650000.0,43.280207,5.356232,3,7142.857142857143,2021,5,5591.026326691246,9444.161121024457
2021-147619,2021-05-20,2.0,13207,0.0,73.0,4.0,210000.0,43.291527,5.371504,1,2876.7123287671234,2021,5,5591.026326691246,9444.161121024457
2021-147649,2021-05-31,2.0,13207,0.0,54.0,3.0,162000.0,43.284545,5.36754,1,3000.0,2021,5,5591.026326691246,9444.161121024457
2021-147654,2021-05-19,2.0,13207,0.0,72.0,3.0,295000.0,43.282799,5.363148,2,4097.222222222223,2021,5,5591.026326691246,9444.161121024457
2021-147703,2021-05-18,1.0,13207,103.0,104.0,4.0,585000.0,43.284898,5.358956,0,5625.0,2021,5,5591.026326691246,9444.161121024457
2021-147710,2021-05-06,2.0,13207,0.0,57.0,3.0,187000.0,43.290148,5.37157,3,3280.7017543859647,2021,5,5591.026326691246,9444.161121024457
2021-147767,2021-05-27,2.0,13207,0.0,65.0,3.0,467950.0,43.2862,5.363808,1,7199.2307692307695,2021,5,5591.026326691246,9444.161121024457
2021-147773,2021-05-31,2.0,13207,0.0,42.0,3.0,173600.0,43.290951,5.356618,2,4133.333333333333,2021,5,5591.026326691246,9444.161121024457
2021-147800,2021-05-10,2.0,13207,0.0,36.0,2.0,129000.0,43.285919,5.359636,1,3583.3333333333335,2021,5,5591.026326691246,9444.161121024457
2021-147805,2021-05-27,2.0,13207,0.0,53.0,4.0,287950.0,43.283355,5.368599,1,5433.018867924528,2021,5,5591.026326691246,9444.161121024457
2021-147825,2021-05-14,2.0,13207,0.0,67.0,3.0,220090.0,43.291527,5.368855,1,3284.9253731343283,2021,5,5591.026326691246,9444.161121024457
2021-147841,2021-05-24,2.0,13207,0.0,26.0,1.0,134750.0,43.279098,5.305712,1,5182.692307692308,2021,5,5591.026326691246,9444.161121024457
2021-147881,2021-05-31,1.0,13207,196.0,140.0,6.0,1129820.0,43.281341,5.350456,0,8070.142857142857,2021,5,5591.026326691246,9444.161121024457
2021-147888,2021-05-25,2.0,13207,0.0,65.0,3.0,248000.0,43.285616,5.353914,1,3815.3846153846152,2021,5,5591.026326691246,9444.161121024457
2021-147898,2021-05-11,2.0,13207,0.0,20.0,1.0,103500.0,43.281092,5.308063,1,5175.0,2021,5,5591.026326691246,9444.161121024457
2021-147900,2021-05-11,2.0,13207,0.0,30.0,2.0,255000.0,43.275741,5.360933,3,8500.0,2021,5,5591.026326691246,9444.161121024457
2021-147902,2021-05-21,2.0,13207,0.0,90.0,2.0,427500.0,43.29206,5.366634,1,4750.0,2021,5,5591.026326691246,9444.161121024457
2021-147927,2021-05-31,2.0,13207,0.0,78.0,3.0,200000.0,43.286301,5.352215,1,2564.102564102564,2021,5,5591.026326691246,9444.161121024457
2021-147942,2021-05-19,2.0,13207,0.0,76.0,3.0,430000.0,43.282462,5.362169,1,5657.894736842105,2021,5,5591.026326691246,9444.161121024457
2021-147958,2021-05-27,2.0,13207,0.0,40.0,1.0,160000.0,43.285656,5.360255,1,4000.0,2021,5,5591.026326691246,9444.161121024457
2021-148014,2021-06-03,2.0,13207,0.0,64.0,3.0,259000.0,43.287109,5.358911,2,4046.875,2021,6,5591.026326691246,9444.161121024457
2021-148040,2021-05-27,2.0,13207,0.0,69.0,3.0,307900.0,43.291557,5.357841,1,4462.31884057971,2021,5,5591.026326691246,9444.161121024457
2021-148082,2021-05-27,2.0,13207,0.0,38.0,1.0,152150.0,43.287568,5.367034,1,4003.9473684210525,2021,5,5591.026326691246,9444.161121024457
2021-148131,2021-05-27,2.0,13207,0.0,62.0,3.0,285000.0,43.282736,5.35984,2,4596.774193548387,2021,5,5591.026326691246,9444.161121024457
2021-148161,2021-05-27,2.0,13207,0.0,51.0,2.0,159000.0,43.290201,5.3698,1,3117.6470588235293,2021,5,5591.026326691246,9444.161121024457
2021-148167,2021-06-03,2.0,13207,0.0,96.0,4.0,630500.0,43.279115,5.362377,1,6567.708333333333,2021,6,5591.026326691246,9444.161121024457
2021-148191,2021-06-04,2.0,13207,0.0,34.0,2.0,104000.0,43.287069,5.356213,1,3058.823529411765,2021,6,5591.026326691246,9444.161121024457
2021-148242,2021-06-08,2.0,13207,0.0,26.0,1.0,131000.0,43.28624,5.355292,1,5038.461538461538,2021,6,5591.026326691246,9444.161121024457
2021-148283,2021-05-20,2.0,13207,0.0,62.0,4.0,170000.0,43.285528,5.368389,2,2741.935483870968,2021,5,5591.026326691246,9444.161121024457
2021-148290,2021-06-03,2.0,13207,0.0,130.0,3.0,587500.0,43.28379,5.349739,1,4519.2307692307695,2021,6,5591.026326691246,9444.161121024457
2021-148311,2021-05-17,2.0,13207,0.0,30.0,2.0,110000.0,43.289456,5.366649,1,3666.6666666666665,2021,5,5591.026326691246,9444.161121024457
2021-148401,2021-06-04,2.0,13207,0.0,60.0,3.0,199440.0,43.284455,5.360928,1,3324.0,2021,6,5591.026326691246,9444.161121024457
2021-148408,2021-05-28,2.0,13207,0.0,55.0,3.0,215000.0,43.290429,5.360381,2,3909.090909090909,2021,5,5591.026326691246,9444.161121024457
2021-148419,2021-05-28,2.0,13207,0.0,80.0,3.0,678080.0,43.273401,5.366787,2,8476.0,2021,5,5591.026326691246,9444.161121024457
2021-148461,2021-06-03,2.0,13207,0.0,65.0,4.0,250000.0,43.286229,5.364867,1,3846.153846153846,2021,6,5591.026326691246,9444.161121024457
2021-148496,2021-05-21,2.0,13207,0.0,55.0,3.0,280000.0,43.282062,5.351795,1,5090.909090909091,2021,5,5591.026326691246,9444.161121024457
2021-148594,2021-05-25,2.0,13207,0.0,35.0,2.0,120000.0,43.286941,5.360722,2,3428.5714285714284,2021,5,5591.026326691246,9444.161121024457
2021-148680,2021-06-09,2.0,13207,0.0,83.0,4.0,280000.0,43.282353,5.35893,2,3373.4939759036147,2021,6,5591.026326691246,9444.161121024457
2021-148695,2021-06-03,2.0,13207,0.0,25.0,2.0,86000.0,43.283854,5.362127,1,3440.0,2021,6,5591.026326691246,9444.161121024457
2021-148735,2021-06-14,2.0,13207,0.0,59.0,2.0,259000.0,43.285785,5.360434,1,4389.830508474576,2021,6,5591.026326691246,9444.161121024457
2021-148739,2021-05-28,2.0,13207,0.0,152.0,6.0,900000.0,43.280207,5.356232,4,5921.0526315789475,2021,5,5591.026326691246,9444.161121024457
2021-148807,2021-06-08,2.0,13207,0.0,43.0,2.0,170500.0,43.286145,5.36579,1,3965.1162790697676,2021,6,5591.026326691246,9444.161121024457
2021-148825,2021-05-28,2.0,13207,0.0,71.0,3.0,319000.0,43.287572,5.3614,2,4492.957746478874,2021,5,5591.026326691246,9444.161121024457
2021-148849,2021-06-15,2.0,13207,0.0,49.0,3.0,318371.0,43.283665,5.356398,1,6497.367346938776,2021,6,5591.026326691246,9444.161121024457
2021-148856,2021-06-03,2.0,13207,0.0,18.0,1.0,70000.0,43.291378,5.369506,1,3888.8888888888887,2021,6,5591.026326691246,9444.161121024457
2021-148865,2021-06-03,2.0,13207,0.0,41.0,2.0,100000.0,43.291378,5.369506,2,2439.0243902439024,2021,6,5591.026326691246,9444.161121024457
2021-148880,2021-06-08,2.0,13207,0.0,88.0,4.0,415000.0,43.289808,5.364419,2,4715.909090909091,2021,6,5591.026326691246,9444.161121024457
2021-148950,2021-05-31,2.0,13207,0.0,36.0,1.0,135000.0,43.287806,5.360722,1,3750.0,2021,5,5591.026326691246,9444.161121024457
2021-148952,2021-06-08,2.0,13207,28.0,126.0,6.0,310000.0,43.286229,5.368389,5,2460.3174603174602,2021,6,5591.026326691246,9444.161121024457
2021-148963,2021-06-03,2.0,13207,0.0,78.0,4.0,425000.0,43.27713,5.370301,1,5448.717948717948,2021,6,5591.026326691246,9444.161121024457
2021-148972,2021-06-07,2.0,13207,0.0,34.0,2.0,135830.0,43.291483,5.356615,2,3995.0,2021,6,5591.026326691246,9444.161121024457
2021-148993,2021-06-04,2.0,13207,0.0,50.0,2.0,199220.0,43.284386,5.3588,2,3984.4,2021,6,5591.026326691246,9444.161121024457
2021-148995,2021-06-07,2.0,13207,0.0,56.0,2.0,140000.0,43.290815,5.366665,3,2500.0,2021,6,5591.026326691246,9444.161121024457
2021-149031,2021-06-04,2.0,13207,0.0,37.0,1.0,152000.0,43.287655,5.359947,1,4108.108108108108,2021,6,5591.026326691246,9444.161121024457
2021-149042,2021-06-04,2.0,13207,0.0,30.0,1.0,161500.0,43.289313,5.36763,1,5383.333333333333,2021,6,5591.026326691246,9444.161121024457
2021-149103,2021-05-27,2.0,13207,0.0,66.0,2.0,410000.0,43.276322,5.370811,1,6212.121212121212,2021,5,5591.026326691246,9444.161121024457
2021-149126,2021-06-01,2.0,13207,0.0,84.0,5.0,325000.0,43.286703,5.366719,2,3869.0476190476193,2021,6,5591.026326691246,9444.161121024457
2021-149142,2021-06-18,2.0,13207,0.0,37.0,2.0,115500.0,43.290951,5.356618,1,3121.6216216216217,2021,6,5591.026326691246,9444.161121024457
2021-149177,2021-06-14,2.0,13207,0.0,68.0,3.0,225000.0,43.292082,5.370078,2,3308.823529411765,2021,6,5591.026326691246,9444.161121024457
2021-149178,2021-06-08,2.0,13207,0.0,60.0,2.0,275600.0,43.287382,5.363932,1,4593.333333333333,2021,6,5591.026326691246,9444.161121024457
2021-149266,2021-06-18,2.0,13207,0.0,83.0,4.0,380000.0,43.285497,5.366175,1,4578.313253012048,2021,6,5591.026326691246,9444.161121024457
2021-149312,2021-06-21,1.0,13207,0.0,48.0,3.0,265000.0,43.279964,5.370487,1,5520.833333333333,2021,6,5591.026326691246,9444.161121024457
2021-149365,2021-06-07,2.0,13207,0.0,38.0,2.0,160000.0,43.288967,5.362706,1,4210.526315789473,2021,6,5591.026326691246,9444.161121024457
2021-149433,2021-05-25,2.0,13207,0.0,68.0,2.0,447200.0,43.290951,5.356618,1,6576.470588235294,2021,5,5591.026326691246,9444.161121024457
2021-149482,2021-06-04,2.0,13207,0.0,81.0,4.0,350000.0,43.288156,5.367386,1,4320.9876543209875,2021,6,5591.026326691246,9444.161121024457
2021-149529,2021-06-25,2.0,13207,0.0,67.0,4.0,224000.0,43.290887,5.370485,2,3343.283582089552,2021,6,5591.026326691246,9444.161121024457
2021-149542,2021-06-17,2.0,13207,0.0,75.0,4.0,213000.0,43.289837,5.36451,1,2840.0,2021,6,5591.026326691246,9444.161121024457
2021-149594,2021-06-11,2.0,13207,0.0,70.0,2.0,291750.0,43.288813,5.358159,2,4167.857142857143,2021,6,5591.026326691246,9444.161121024457
2021-149597,2021-06-22,2.0,13207,0.0,60.0,2.0,372850.0,43.277623,5.369329,1,6214.166666666667,2021,6,5591.026326691246,9444.161121024457
2021-149630,2021-06-23,2.0,13207,0.0,82.0,3.0,699110.0,43.286621,5.366737,1,8525.731707317073,2021,6,5591.026326691246,9444.161121024457
2021-149684,2021-06-14,2.0,13207,0.0,98.0,4.0,325850.0,43.286063,5.359526,1,3325.0,2021,6,5591.026326691246,9444.161121024457
2021-149756,2021-06-08,2.0,13207,0.0,30.0,2.0,146000.0,43.287499,5.366075,1,4866.666666666667,2021,6,5591.026326691246,9444.161121024457
2021-149758,2021-06-09,2.0,13207,0.0,30.0,2.0,130000.0,43.287185,5.358927,1,4333.333333333333,2021,6,5591.026326691246,9444.161121024457
2021-149836,2021-06-21,2.0,13207,0.0,58.0,3.0,203000.0,43.286229,5.364867,2,3500.0,2021,6,5591.026326691246,9444.161121024457
2021-149890,2021-06-25,2.0,13207,0.0,40.0,1.0,103000.0,43.287649,5.360319,2,2575.0,2021,6,5591.026326691246,9444.161121024457
2021-149958,2021-06-04,2.0,13207,0.0,19.0,1.0,86000.0,43.288679,5.361632,1,4526.315789473684,2021,6,5591.026326691246,9444.161121024457
2021-150032,2021-06-11,2.0,13207,0.0,29.0,1.0,120000.0,43.279098,5.305712,1,4137.931034482759,2021,6,5591.026326691246,9444.161121024457
2021-150064,2021-06-04,2.0,13207,0.0,58.0,3.0,215000.0,43.285768,5.363115,2,3706.896551724138,2021,6,5591.026326691246,9444.161121024457
2021-150086,2021-06-16,2.0,13207,0.0,38.0,2.0,108000.0,43.282053,5.353124,1,2842.1052631578946,2021,6,5591.026326691246,9444.161121024457
2021-150133,2021-06-22,2.0,13207,0.0,45.0,2.0,285000.0,43.285712,5.356336,1,6333.333333333333,2021,6,5591.026326691246,9444.161121024457
2021-150250,2021-06-21,2.0,13207,0.0,50.0,2.0,152000.0,43.286543,5.361148,1,3040.0,2021,6,5591.026326691246,9444.161121024457
2021-150252,2021-06-23,2.0,13207,0.0,60.0,3.0,223950.0,43.291,5.366354,1,3732.5,2021,6,5591.026326691246,9444.161121024457
2021-150265,2021-06-16,2.0,13207,0.0,70.0,3.0,215000.0,43.290867,5.368441,2,3071.4285714285716,2021,6,5591.026326691246,9444.161121024457
2021-150286,2021-06-28,2.0,13207,0.0,50.0,2.0,288855.1,43.287845,5.353188,1,5777.102,2021,6,5591.026326691246,9444.161121024457
2021-150313,2021-06-25,2.0,13207,0.0,35.0,3.0,80000.0,43.287747,5.361893,1,2285.714285714286,2021,6,5591.026326691246,9444.161121024457
2021-150314,2021-06-23,2.0,13207,0.0,32.0,1.0,120000.0,43.288069,5.366998,1,3750.0,2021,6,5591.026326691246,9444.161121024457
2021-150395,2021-06-07,1.0,13207,359.0,219.0,4.0,2065450.0,43.272368,5.366248,0,9431.278538812785,2021,6,5591.026326691246,9444.161121024457
2021-150432,2021-06-23,2.0,13207,0.0,53.0,2.0,159000.0,43.287827,5.361695,2,3000.0,2021,6,5591.026326691246,9444.161121024457
2021-150435,2021-06-25,2.0,13207,0.0,35.0,1.0,95000.0,43.287478,5.359386,1,2714.285714285714,2021,6,5591.026326691246,9444.161121024457
2021-150437,2021-06-24,2.0,13207,0.0,90.0,3.0,650000.0,43.282098,5.359558,1,7222.222222222223,2021,6,5591.026326691246,9444.161121024457
2021-150470,2021-06-18,1.0,13207,156.0,49.0,4.0,390000.0,43.28195,5.358547,0,7959.183673469388,2021,6,5591.026326691246,9444.161121024457
2021-150499,2021-06-14,1.0,13207,346.0,106.0,5.0,650000.0,43.282961,5.354971,0,6132.075471698113,2021,6,5591.026326691246,9444.161121024457
2021-150501,2021-06-21,2.0,13207,0.0,62.0,4.0,219000.0,43.287809,5.36392,1,3532.2580645161293,2021,6,5591.026326691246,9444.161121024457
2021-150520,2021-06-11,2.0,13207,0.0,54.0,2.0,145000.0,43.290584,5.371811,1,2685.185185185185,2021,6,5591.026326691246,9444.161121024457
2021-150532,2021-07-01,2.0,13207,0.0,66.0,4.0,249000.0,43.283768,5.368166,2,3772.7272727272725,2021,7,5591.026326691246,9444.161121024457
2021-150564,2021-06-22,2.0,13207,0.0,40.0,1.0,145000.0,43.289934,5.356954,1,3625.0,2021,6,5591.026326691246,9444.161121024457
2021-150592,2021-07-05,2.0,13207,0.0,55.0,3.0,167000.0,43.290951,5.356618,2,3036.3636363636365,2021,7,5591.026326691246,9444.161121024457
2021-150732,2021-06-17,2.0,13207,0.0,108.0,3.0,244400.0,43.286894,5.353582,1,2262.962962962963,2021,6,5591.026326691246,9444.161121024457
2021-150802,2021-06-24,2.0,13207,0.0,93.0,4.0,555000.0,43.28599,5.361937,3,5967.741935483871,2021,6,5591.026326691246,9444.161121024457
2021-150804,2021-06-28,1.0,13207,19.0,32.0,3.0,200000.0,43.282283,5.350455,0,6250.0,2021,6,5591.026326691246,9444.161121024457
2021-150809,2021-06-30,2.0,13207,0.0,61.0,3.0,290500.0,43.283372,5.358715,1,4762.295081967213,2021,6,5591.026326691246,9444.161121024457
