id_mutation,date_mutation,code_type_local,code_commune,surface_terrain,surface_reelle_bati,nombre_pieces_principales,valeur_fonciere,latitude,longitude,nombre_lots,Prix_m2,Year,Month,prix_m2_moy_surf_habit,prix_m2_moy_terrain
2021-153337,2021-07-21,2.0,13215,0.0,80.0,4.0,126000.0,43.318159,5.368659,1,1575.0,2021,7,2023.699363180239,1197.2852364002686
2021-153339,2021-08-02,2.0,13215,0.0,65.0,4.0,69000.0,43.33021,5.364681,2,1061.5384615384614,2021,8,2023.699363180239,1197.2852364002686
2021-153427,2021-08-03,2.0,13215,0.0,60.0,3.0,78000.0,43.346244,5.366594,2,1300.0,2021,8,2023.699363180239,1197.2852364002686
2021-153434,2021-07-28,2.0,13215,0.0,61.0,4.0,87000.0,43.345316,5.359496,1,1426.2295081967213,2021,7,2023.699363180239,1197.2852364002686
2021-153445,2021-07-27,2.0,13215,0.0,72.0,4.0,118950.0,43.33906,5.353587,1,1652.0833333333333,2021,7,2023.699363180239,1197.2852364002686
2021-153451,2021-07-29,2.0,13215,0.0,52.0,3.0,50000.0,43.386731,5.364524,2,961.5384615384615,2021,7,2023.699363180239,1197.2852364002686
2021-153463,2021-07-30,2.0,13215,0.0,93.0,4.0,109000.0,43.32912,5.359361,2,1172.0430107526881,2021,7,2023.699363180239,1197.2852364002686
2021-153466,2021-07-30,2.0,13215,0.0,18.0,1.0,35000.0,43.323979,5.367676,1,1944.4444444444443,2021,7,2023.699363180239,1197.2852364002686
2021-153515,2021-07-23,1.0,13215,276.0,100.0,3.0,176995.0,43.367942,5.361367,0,1769.95,2021,7,2023.699363180239,1197.2852364002686
2021-153561,2021-07-29,2.0,13215,374.0,120.0,6.0,400000.0,43.333072,5.357956,0,3333.3333333333335,2021,7,2023.699363180239,1197.2852364002686
2021-153568,2021-08-04,2.0,13215,0.0,74.0,4.0,136000.0,43.351054,5.355229,2,1837.837837837838,2021,8,2023.699363180239,1197.2852364002686
2021-153574,2021-08-02,2.0,13215,59.0,70.0,4.0,123000.0,43.355215,5.366203,0,1757.142857142857,2021,8,2023.699363180239,1197.2852364002686
2021-153580,2021-08-03,2.0,13215,0.0,68.0,4.0,120000.0,43.337941,5.357204,1,1764.7058823529412,2021,8,2023.699363180239,1197.2852364002686
2021-153598,2021-08-05,2.0,13215,0.0,85.0,4.0,73000.0,43.345173,5.354191,2,858.8235294117648,2021,8,2023.699363180239,1197.2852364002686
2021-153609,2021-07-30,2.0,13215,0.0,84.0,4.0,105000.0,43.351664,5.371392,2,1250.0,2021,7,2023.699363180239,1197.2852364002686
2021-153640,2021-07-13,2.0,13215,0.0,82.0,4.0,92500.0,43.359267,5.37197,1,1128.0487804878048,2021,7,2023.699363180239,1197.2852364002686
2021-153667,2021-08-03,2.0,13215,0.0,60.0,3.0,88000.0,43.370692,5.362589,2,1466.6666666666667,2021,8,2023.699363180239,1197.2852364002686
2021-153694,2021-07-20,1.0,13215,151.0,76.0,4.0,235000.0,43.376225,5.354763,0,3092.1052631578946,2021,7,2023.699363180239,1197.2852364002686
2021-153793,2021-08-10,2.0,13215,0.0,62.0,3.0,139500.0,43.347183,5.361044,1,2250.0,2021,8,2023.699363180239,1197.2852364002686
2021-153819,2021-07-22,1.0,13215,92.0,67.0,4.0,170000.0,43.367984,5.362075,0,2537.313432835821,2021,7,2023.699363180239,1197.2852364002686
2021-153916,2021-07-23,1.0,13215,989.0,60.0,4.0,240000.0,43.365996,5.36785,0,4000.0,2021,7,2023.699363180239,1197.2852364002686
2021-153981,2021-07-26,1.0,13215,623.0,96.0,5.0,392800.0,43.376299,5.369564,0,4091.6666666666665,2021,7,2023.699363180239,1197.2852364002686
2021-154009,2021-07-23,2.0,13215,0.0,44.0,2.0,82000.0,43.343005,5.352475,2,1863.6363636363637,2021,7,2023.699363180239,1197.2852364002686
2021-154029,2021-07-21,2.0,13215,0.0,62.0,3.0,111500.0,43.385423,5.36077,1,1798.3870967741937,2021,7,2023.699363180239,1197.2852364002686
2021-154088,2021-07-29,2.0,13215,0.0,59.0,4.0,78000.0,43.333558,5.363205,1,1322.0338983050847,2021,7,2023.699363180239,1197.2852364002686
2021-154123,2021-08-05,1.0,13215,350.0,90.0,2.0,246000.0,43.378715,5.353399,0,2733.3333333333335,2021,8,2023.699363180239,1197.2852364002686
2021-154133,2021-08-05,1.0,13215,0.0,100.0,4.0,340000.0,43.384398,5.356288,1,3400.0,2021,8,2023.699363180239,1197.2852364002686
2021-154138,2021-07-30,2.0,13215,0.0,53.0,3.0,44199.0,43.338827,5.355666,2,833.9433962264151,2021,7,2023.699363180239,1197.2852364002686
2021-154152,2021-07-20,2.0,13215,0.0,44.0,3.0,55000.0,43.342481,5.361382,1,1250.0,2021,7,2023.699363180239,1197.2852364002686
2021-154174,2021-07-28,1.0,13215,0.0,43.0,3.0,66150.0,43.349764,5.353077,1,1538.3720930232557,2021,7,2023.699363180239,1197.2852364002686
2021-154210,2021-07-23,1.0,13215,33.0,59.0,2.0,35000.0,43.329904,5.361365,0,593.2203389830509,2021,7,2023.699363180239,1197.2852364002686
2021-154287,2021-08-16,2.0,13215,0.0,72.0,4.0,50000.0,43.381944,5.367078,2,694.4444444444445,2021,8,2023.699363180239,1197.2852364002686
2021-154289,2021-08-11,2.0,13215,0.0,64.0,3.0,85000.0,43.369319,5.36197,1,1328.125,2021,8,2023.699363180239,1197.2852364002686
2021-154397,2021-08-20,2.0,13215,0.0,75.0,4.0,50000.0,43.346773,5.375127,2,666.6666666666666,2021,8,2023.699363180239,1197.2852364002686
2021-154413,2021-08-24,1.0,13215,107.0,50.0,2.0,185000.0,43.358871,5.36091,0,3700.0,2021,8,2023.699363180239,1197.2852364002686
2021-154517,2021-08-13,2.0,13215,0.0,143.0,4.0,200000.0,43.344621,5.359192,2,1398.6013986013986,2021,8,2023.699363180239,1197.2852364002686
2021-154519,2021-07-30,2.0,13215,0.0,59.0,3.0,110000.0,43.373832,5.353988,1,1864.406779661017,2021,7,2023.699363180239,1197.2852364002686
2021-154567,2021-07-29,2.0,13215,0.0,75.0,5.0,50000.0,43.386731,5.364524,2,666.6666666666666,2021,7,2023.699363180239,1197.2852364002686
2021-154587,2021-07-30,1.0,13215,402.0,95.0,4.0,348000.0,43.383449,5.367748,0,3663.157894736842,2021,7,2023.699363180239,1197.2852364002686
2021-154660,2021-07-26,2.0,13215,0.0,72.0,4.0,48000.0,43.381944,5.367078,2,666.6666666666666,2021,7,2023.699363180239,1197.2852364002686
2021-154684,2021-07-30,2.0,13215,97.0,143.0,6.0,190000.0,43.37124,5.356913,0,1328.6713286713286,2021,7,2023.699363180239,1197.2852364002686
2021-154755,2021-08-26,2.0,13215,0.0,82.0,5.0,130000.0,43.347107,5.358879,1,1585.3658536585365,2021,8,2023.699363180239,1197.2852364002686
2021-154758,2021-08-06,1.0,13215,244.0,81.0,6.0,205000.0,43.37285,5.346388,0,2530.864197530864,2021,8,2023.699363180239,1197.2852364002686
2021-154768,2021-08-03,1.0,13215,294.0,73.0,3.0,280250.0,43.370535,5.367616,0,3839.041095890411,2021,8,2023.699363180239,1197.2852364002686
2021-154803,2021-07-30,2.0,13215,0.0,62.0,3.0,75000.0,43.346773,5.375127,1,1209.6774193548388,2021,7,2023.699363180239,1197.2852364002686
2021-154838,2021-08-09,2.0,13215,143.0,54.0,3.0,170000.0,43.358824,5.360879,0,3148.1481481481483,2021,8,2023.699363180239,1197.2852364002686
2021-154855,2021-08-06,2.0,13215,0.0,63.0,4.0,45000.0,43.384719,5.365979,2,714.2857142857143,2021,8,2023.699363180239,1197.2852364002686
2021-154884,2021-08-25,2.0,13215,0.0,84.0,4.0,102000.0,43.351664,5.371392,1,1214.2857142857142,2021,8,2023.699363180239,1197.2852364002686
2021-154903,2021-08-03,2.0,13215,0.0,63.0,4.0,35000.0,43.384719,5.365979,2,555.5555555555555,2021,8,2023.699363180239,1197.2852364002686
2021-154939,2021-08-27,2.0,13215,0.0,75.0,4.0,78000.0,43.346773,5.375127,1,1040.0,2021,8,2023.699363180239,1197.2852364002686
2021-154966,2021-07-27,2.0,13215,0.0,34.0,2.0,30000.0,43.345173,5.354191,1,882.3529411764706,2021,7,2023.699363180239,1197.2852364002686
2021-155009,2021-08-04,1.0,13215,242.0,66.0,3.0,264000.0,43.359855,5.360044,0,4000.0,2021,8,2023.699363180239,1197.2852364002686
2021-155029,2021-08-04,2.0,13215,0.0,24.0,2.0,35000.0,43.324847,5.36803,1,1458.3333333333333,2021,8,2023.699363180239,1197.2852364002686
2021-155076,2021-08-05,2.0,13215,0.0,55.0,3.0,70000.0,43.347858,5.347867,1,1272.7272727272727,2021,8,2023.699363180239,1197.2852364002686
2021-155144,2021-08-06,1.0,13215,433.0,83.0,4.0,286500.0,43.384923,5.357432,0,3451.8072289156626,2021,8,2023.699363180239,1197.2852364002686
2021-155151,2021-09-02,1.0,13215,170.0,68.0,3.0,215000.0,43.375671,5.355384,0,3161.764705882353,2021,9,2023.699363180239,1197.2852364002686
2021-155168,2021-08-10,2.0,13215,0.0,62.0,4.0,79900.0,43.345316,5.359496,1,1288.7096774193549,2021,8,2023.699363180239,1197.2852364002686
2021-155258,2021-08-04,2.0,13215,0.0,72.0,4.0,55000.0,43.381944,5.367078,2,763.8888888888889,2021,8,2023.699363180239,1197.2852364002686
2021-155326,2021-08-06,2.0,13215,0.0,60.0,3.0,110870.0,43.33906,5.353587,2,1847.8333333333333,2021,8,2023.699363180239,1197.2852364002686
2021-155329,2021-08-30,2.0,13215,0.0,65.0,3.0,210000.0,43.374881,5.368732,1,3230.769230769231,2021,8,2023.699363180239,1197.2852364002686
2021-155341,2021-08-19,1.0,13215,580.0,110.0,5.0,420000.0,43.384616,5.35692,0,3818.181818181818,2021,8,2023.699363180239,1197.2852364002686
2021-155370,2021-08-23,2.0,13215,0.0,56.0,3.0,145000.0,43.359275,5.358581,1,2589.285714285714,2021,8,2023.699363180239,1197.2852364002686
2021-155386,2021-08-30,1.0,13215,284.0,60.0,2.0,200000.0,43.371174,5.363138,0,3333.3333333333335,2021,8,2023.699363180239,1197.2852364002686
2021-155402,2021-08-26,1.0,13215,655.0,68.0,3.0,214000.0,43.38447,5.366933,0,3147.0588235294117,2021,8,2023.699363180239,1197.2852364002686
2021-155416,2021-08-30,2.0,13215,0.0,73.0,4.0,86000.0,43.36285,5.357363,1,1178.0821917808219,2021,8,2023.699363180239,1197.2852364002686
2021-155501,2021-08-30,2.0,13215,0.0,73.0,3.0,107000.0,43.351664,5.371392,2,1465.7534246575342,2021,8,2023.699363180239,1197.2852364002686
2021-155567,2021-09-07,1.0,13215,588.0,80.0,3.0,270000.0,43.365493,5.368269,0,3375.0,2021,9,2023.699363180239,1197.2852364002686
2021-155604,2021-08-27,2.0,13215,0.0,49.0,3.0,56000.0,43.337941,5.357204,1,1142.857142857143,2021,8,2023.699363180239,1197.2852364002686
2021-155640,2021-09-02,2.0,13215,0.0,61.0,3.0,123000.0,43.364221,5.362542,2,2016.3934426229507,2021,9,2023.699363180239,1197.2852364002686
2021-155648,2021-08-26,2.0,13215,0.0,64.0,3.0,135000.0,43.3601,5.356868,1,2109.375,2021,8,2023.699363180239,1197.2852364002686
2021-155676,2021-08-17,1.0,13215,0.0,47.0,2.0,95000.0,43.340031,5.363254,1,2021.276595744681,2021,8,2023.699363180239,1197.2852364002686
2021-155827,2021-09-02,2.0,13215,0.0,56.0,3.0,64000.0,43.370692,5.362589,2,1142.857142857143,2021,9,2023.699363180239,1197.2852364002686
2021-155843,2021-08-23,2.0,13215,0.0,57.0,3.0,78000.0,43.354404,5.364836,2,1368.421052631579,2021,8,2023.699363180239,1197.2852364002686
2021-155954,2021-09-02,2.0,13215,0.0,84.0,4.0,135000.0,43.351664,5.371392,2,1607.142857142857,2021,9,2023.699363180239,1197.2852364002686
2021-156003,2021-09-06,1.0,13215,277.0,75.0,4.0,300000.0,43.356767,5.35648,0,4000.0,2021,9,2023.699363180239,1197.2852364002686
2021-156057,2021-09-10,2.0,13215,0.0,58.0,3.0,188000.0,43.323839,5.363982,1,3241.3793103448274,2021,9,2023.699363180239,1197.2852364002686
2021-156136,2021-09-09,1.0,13215,539.0,80.0,4.0,300000.0,43.372011,5.343775,0,3750.0,2021,9,2023.699363180239,1197.2852364002686
2021-156147,2021-09-07,1.0,13215,300.0,130.0,4.0,368000.0,43.376896,5.338219,0,2830.769230769231,2021,9,2023.699363180239,1197.2852364002686
2021-156156,2021-09-15,2.0,13215,0.0,49.0,3.0,46000.0,43.337941,5.357204,2,938.7755102040817,2021,9,2023.699363180239,1197.2852364002686
2021-156193,2021-09-10,2.0,13215,0.0,80.0,4.0,68000.0,43.330296,5.361154,2,850.0,2021,9,2023.699363180239,1197.2852364002686
2021-156213,2021-09-10,2.0,13215,680.0,92.0,6.0,360000.0,43.3627,5.372395,0,3913.0434782608695,2021,9,2023.699363180239,1197.2852364002686
2021-156235,2021-09-09,2.0,13215,0.0,50.0,3.0,76000.0,43.35254,5.355865,2,1520.0,2021,9,2023.699363180239,1197.2852364002686
2021-156260,2021-09-10,1.0,13215,365.0,121.0,3.0,307100.0,43.345935,5.357335,0,2538.0165289256197,2021,9,2023.699363180239,1197.2852364002686
2021-156269,2021-09-06,2.0,13215,0.0,62.0,3.0,109000.0,43.347183,5.361044,1,1758.0645161290322,2021,9,2023.699363180239,1197.2852364002686
2021-156278,2021-09-09,2.0,13215,0.0,72.0,4.0,215000.0,43.345709,5.370398,1,2986.1111111111113,2021,9,2023.699363180239,1197.2852364002686
2021-156310,2021-09-14,2.0,13215,0.0,60.0,4.0,50000.0,43.347858,5.347867,3,833.3333333333334,2021,9,2023.699363180239,1197.2852364002686
2021-156338,2021-08-30,2.0,13215,0.0,84.0,4.0,123000.0,43.351664,5.371392,2,1464.2857142857142,2021,8,2023.699363180239,1197.2852364002686
2021-156347,2021-08-27,2.0,13215,0.0,84.0,5.0,48000.0,43.381944,5.367078,2,571.4285714285714,2021,8,2023.699363180239,1197.2852364002686
2021-156351,2021-09-16,2.0,13215,0.0,34.0,1.0,40000.0,43.328184,5.36235,2,1176.4705882352941,2021,9,2023.699363180239,1197.2852364002686
2021-156354,2021-08-27,1.0,13215,157.0,76.0,4.0,230000.0,43.375726,5.354988,0,3026.315789473684,2021,8,2023.699363180239,1197.2852364002686
2021-156519,2021-09-10,2.0,13215,0.0,31.0,1.0,38450.0,43.32426,5.369117,1,1240.3225806451612,2021,9,2023.699363180239,1197.2852364002686
2021-156523,2021-09-08,2.0,13215,0.0,27.0,1.0,55000.0,43.33906,5.353587,2,2037.037037037037,2021,9,2023.699363180239,1197.2852364002686
2021-156560,2021-09-14,1.0,13215,103.0,76.0,4.0,249000.0,43.373341,5.368629,0,3276.315789473684,2021,9,2023.699363180239,1197.2852364002686
2021-156599,2021-09-03,2.0,13215,0.0,55.0,3.0,50000.0,43.338827,5.355666,2,909.0909090909091,2021,9,2023.699363180239,1197.2852364002686
2021-156606,2021-09-10,2.0,13215,0.0,61.0,3.0,40100.0,43.346773,5.375127,1,657.3770491803278,2021,9,2023.699363180239,1197.2852364002686
2021-156609,2021-09-20,2.0,13215,0.0,58.0,4.0,80000.0,43.35254,5.355865,2,1379.3103448275863,2021,9,2023.699363180239,1197.2852364002686
2021-156644,2021-09-13,2.0,13215,0.0,70.0,4.0,95000.0,43.373832,5.353988,1,1357.142857142857,2021,9,2023.699363180239,1197.2852364002686
2021-156646,2021-09-15,2.0,13215,0.0,65.0,4.0,75000.0,43.370692,5.362589,1,1153.8461538461538,2021,9,2023.699363180239,1197.2852364002686
2021-156664,2021-08-28,2.0,13215,0.0,48.0,3.0,55000.0,43.332974,5.36257,1,1145.8333333333333,2021,8,2023.699363180239,1197.2852364002686
2021-156671,2021-09-09,2.0,13215,222.0,191.0,13.0,370000.0,43.329716,5.364468,1,1937.1727748691098,2021,9,2023.699363180239,1197.2852364002686
2021-156678,2021-09-23,2.0,13215,0.0,77.0,4.0,100000.0,43.370692,5.362589,1,1298.7012987012988,2021,9,2023.699363180239,1197.2852364002686
2021-156770,2021-09-10,2.0,13215,0.0,60.0,3.0,50000.0,43.346773,5.375127,2,833.3333333333334,2021,9,2023.699363180239,1197.2852364002686
2021-156774,2021-09-23,2.0,13215,0.0,55.0,3.0,55000.0,43.318992,5.368926,1,1000.0,2021,9,2023.699363180239,1197.2852364002686
2021-156783,2021-09-14,2.0,13215,0.0,55.0,2.0,40000.0,43.319902,5.367701,2,727.2727272727273,2021,9,2023.699363180239,1197.2852364002686
2021-156803,2021-09-22,2.0,13215,0.0,55.0,3.0,85000.0,43.333059,5.356691,2,1545.4545454545455,2021,9,2023.699363180239,1197.2852364002686
2021-156863,2021-09-14,1.0,13215,336.0,118.0,6.0,250000.0,43.357101,5.37008,0,2118.64406779661,2021,9,2023.699363180239,1197.2852364002686
2021-156875,2021-09-24,2.0,13215,0.0,58.0,3.0,83000.0,43.354404,5.364836,2,1431.0344827586207,2021,9,2023.699363180239,1197.2852364002686
2021-156880,2021-09-08,2.0,13215,0.0,37.0,3.0,65000.0,43.348963,5.359124,1,1756.7567567567567,2021,9,2023.699363180239,1197.2852364002686
2021-156899,2021-09-21,1.0,13215,172.0,63.0,3.0,211500.0,43.33959,5.351212,0,3357.1428571428573,2021,9,2023.699363180239,1197.2852364002686
2021-157111,2021-08-30,2.0,13215,0.0,59.0,3.0,149600.0,43.359275,5.358581,1,2535.593220338983,2021,8,2023.699363180239,1197.2852364002686
2021-157122,2021-09-13,2.0,13215,0.0,78.0,4.0,70000.0,43.354095,5.370346,1,897.4358974358975,2021,9,2023.699363180239,1197.2852364002686
2021-157125,2021-09-03,2.0,13215,522.0,204.0,7.0,455000.0,43.35322,5.356124,0,2230.392156862745,2021,9,2023.699363180239,1197.2852364002686
2021-157137,2021-09-20,2.0,13215,0.0,73.0,3.0,123000.0,43.344612,5.354783,1,1684.9315068493152,2021,9,2023.699363180239,1197.2852364002686
2021-157316,2021-10-12,2.0,13215,0.0,71.0,4.0,110000.0,43.370692,5.362589,2,1549.2957746478874,2021,10,2023.699363180239,1197.2852364002686
2021-157331,2021-10-11,1.0,13215,500.0,110.0,2.0,255000.0,43.342257,5.351951,0,2318.181818181818,2021,10,2023.699363180239,1197.2852364002686
2021-157399,2021-10-07,2.0,13215,0.0,61.0,3.0,47000.0,43.381944,5.367078,2,770.4918032786885,2021,10,2023.699363180239,1197.2852364002686
2021-157436,2021-10-14,1.0,13215,512.0,75.0,3.0,265000.0,43.380478,5.352225,0,3533.3333333333335,2021,10,2023.699363180239,1197.2852364002686
2021-157479,2021-10-22,2.0,13215,0.0,49.0,2.0,63000.0,43.338359,5.361609,1,1285.7142857142858,2021,10,2023.699363180239,1197.2852364002686
2021-157489,2021-10-12,1.0,13215,474.0,116.0,4.0,80000.0,43.37376,5.344493,0,689.6551724137931,2021,10,2023.699363180239,1197.2852364002686
2021-140117,2021-01-11,2.0,13202,0.0,44.0,2.0,165000.0,43.301614,5.370968,1,3750.0,2021,1,2978.1698140356784,103185.33548104957
2021-140127,2021-01-07,2.0,13202,0.0,57.0,3.0,163000.0,43.301614,5.370968,1,2859.6491228070176,2021,1,2978.1698140356784,103185.33548104957
2021-140149,2021-01-14,2.0,13202,0.0,32.0,1.0,80000.0,43.307755,5.371109,2,2500.0,2021,1,2978.1698140356784,103185.33548104957
2021-140222,2021-01-22,2.0,13202,0.0,52.0,3.0,102000.0,43.304649,5.372704,1,1961.5384615384614,2021,1,2978.1698140356784,103185.33548104957
2021-140230,2021-01-14,2.0,13202,0.0,78.0,4.0,260000.0,43.304296,5.370411,1,3333.3333333333335,2021,1,2978.1698140356784,103185.33548104957
2021-140238,2021-01-13,2.0,13202,0.0,108.0,4.0,417000.0,43.295832,5.364517,1,3861.1111111111113,2021,1,2978.1698140356784,103185.33548104957
2021-140244,2021-01-15,2.0,13202,0.0,28.0,2.0,55000.0,43.300779,5.366971,1,1964.2857142857142,2021,1,2978.1698140356784,103185.33548104957
2021-140281,2021-01-07,2.0,13202,0.0,51.0,3.0,140000.0,43.298713,5.365541,1,2745.098039215686,2021,1,2978.1698140356784,103185.33548104957
2021-140339,2021-01-19,2.0,13202,0.0,63.0,3.0,158000.0,43.300185,5.369597,1,2507.936507936508,2021,1,2978.1698140356784,103185.33548104957
2021-140360,2021-01-22,2.0,13202,0.0,49.0,2.0,181000.0,43.299633,5.371024,1,3693.877551020408,2021,1,2978.1698140356784,103185.33548104957
2021-140384,2021-01-20,2.0,13202,0.0,40.0,2.0,93000.0,43.297777,5.366225,1,2325.0,2021,1,2978.1698140356784,103185.33548104957
2021-140390,2021-01-18,2.0,13202,0.0,85.0,3.0,239800.0,43.299116,5.366762,1,2821.176470588235,2021,1,2978.1698140356784,103185.33548104957
2021-140397,2021-01-09,2.0,13202,0.0,76.0,3.0,155000.0,43.305098,5.37109,2,2039.4736842105262,2021,1,2978.1698140356784,103185.33548104957
2021-140431,2021-02-03,2.0,13202,0.0,84.0,3.0,313800.0,43.302692,5.369533,1,3735.714285714286,2021,2,2978.1698140356784,103185.33548104957
2021-140442,2021-01-28,2.0,13202,0.0,50.0,3.0,90000.0,43.302576,5.371256,2,1800.0,2021,1,2978.1698140356784,103185.33548104957
2021-140450,2021-01-28,2.0,13202,0.0,64.0,2.0,185000.0,43.296869,5.37188,2,2890.625,2021,1,2978.1698140356784,103185.33548104957
2021-140451,2021-02-01,2.0,13202,0.0,70.0,3.0,213000.0,43.297178,5.365504,1,3042.8571428571427,2021,2,2978.1698140356784,103185.33548104957
2021-140476,2021-01-25,2.0,13202,0.0,32.0,1.0,120000.0,43.297386,5.364594,1,3750.0,2021,1,2978.1698140356784,103185.33548104957
2021-140494,2021-01-28,2.0,13202,0.0,46.0,2.0,97000.0,43.306669,5.371696,2,2108.695652173913,2021,1,2978.1698140356784,103185.33548104957
2021-140515,2021-01-21,2.0,13202,0.0,43.0,2.0,72000.0,43.304618,5.368784,2,1674.4186046511627,2021,1,2978.1698140356784,103185.33548104957
2021-140534,2021-01-15,2.0,13202,0.0,25.0,1.0,113200.0,43.297777,5.366225,1,4528.0,2021,1,2978.1698140356784,103185.33548104957
2021-140535,2021-02-02,2.0,13202,0.0,32.0,2.0,55000.0,43.298675,5.366675,1,1718.75,2021,2,2978.1698140356784,103185.33548104957
2021-140539,2021-02-05,2.0,13202,0.0,33.0,1.0,81000.0,43.307893,5.370474,2,2454.5454545454545,2021,2,2978.1698140356784,103185.33548104957
2021-140569,2021-01-25,2.0,13202,0.0,84.0,3.0,313000.0,43.302692,5.369533,1,3726.190476190476,2021,1,2978.1698140356784,103185.33548104957
2021-140576,2021-02-04,2.0,13202,0.0,38.0,1.0,78000.0,43.298226,5.368991,2,2052.6315789473683,2021,2,2978.1698140356784,103185.33548104957
2021-140588,2021-02-03,2.0,13202,0.0,52.0,3.0,133200.0,43.302133,5.365004,1,2561.5384615384614,2021,2,2978.1698140356784,103185.33548104957
2021-140598,2021-02-05,2.0,13202,0.0,30.0,2.0,95000.0,43.298291,5.368416,1,3166.6666666666665,2021,2,2978.1698140356784,103185.33548104957
2021-140608,2021-02-11,2.0,13202,0.0,74.0,3.0,280600.0,43.3017,5.366746,1,3791.891891891892,2021,2,2978.1698140356784,103185.33548104957
2021-140612,2021-01-27,2.0,13202,0.0,40.0,1.0,99000.0,43.307447,5.371131,1,2475.0,2021,1,2978.1698140356784,103185.33548104957
2021-140632,2021-02-10,2.0,13202,0.0,50.0,3.0,174000.0,43.300756,5.367175,1,3480.0,2021,2,2978.1698140356784,103185.33548104957
2021-140643,2021-02-05,2.0,13202,105.0,350.0,20.0,730000.0,43.297442,5.368721,0,2085.714285714286,2021,2,2978.1698140356784,103185.33548104957
2021-140647,2021-02-01,2.0,13202,0.0,46.0,2.0,115000.0,43.302798,5.371845,2,2500.0,2021,2,2978.1698140356784,103185.33548104957
2021-140655,2021-02-11,2.0,13202,0.0,68.0,2.0,301650.0,43.302034,5.364917,1,4436.029411764706,2021,2,2978.1698140356784,103185.33548104957
2021-140657,2021-02-18,2.0,13202,0.0,79.0,3.0,190000.0,43.299715,5.373722,3,2405.0632911392404,2021,2,2978.1698140356784,103185.33548104957
2021-140665,2021-02-05,2.0,13202,0.0,53.0,3.0,70000.0,43.305098,5.37109,2,1320.754716981132,2021,2,2978.1698140356784,103185.33548104957
2021-140679,2021-01-22,2.0,13202,0.0,19.0,1.0,74000.0,43.29928,5.368034,1,3894.7368421052633,2021,1,2978.1698140356784,103185.33548104957
2021-140689,2021-02-02,2.0,13202,0.0,58.0,3.0,175000.0,43.303133,5.36951,1,3017.2413793103447,2021,2,2978.1698140356784,103185.33548104957
2021-140702,2021-02-04,2.0,13202,0.0,51.0,2.0,103500.0,43.304341,5.369207,1,2029.4117647058824,2021,2,2978.1698140356784,103185.33548104957
2021-140707,2021-02-05,2.0,13202,0.0,34.0,2.0,72500.0,43.301782,5.364869,1,2132.3529411764707,2021,2,2978.1698140356784,103185.33548104957
2021-140728,2021-01-25,2.0,13202,0.0,26.0,1.0,100000.0,43.298291,5.368416,1,3846.153846153846,2021,1,2978.1698140356784,103185.33548104957
2021-140778,2021-02-22,2.0,13202,0.0,77.0,3.0,160000.0,43.308293,5.370085,2,2077.9220779220777,2021,2,2978.1698140356784,103185.33548104957
2021-140781,2021-02-15,2.0,13202,0.0,24.0,1.0,119850.0,43.297677,5.364826,1,4993.75,2021,2,2978.1698140356784,103185.33548104957
2021-140787,2021-02-22,2.0,13202,0.0,40.0,2.0,135250.0,43.300756,5.367175,1,3381.25,2021,2,2978.1698140356784,103185.33548104957
2021-140795,2021-02-11,2.0,13202,0.0,33.0,2.0,120000.0,43.299438,5.370648,1,3636.3636363636365,2021,2,2978.1698140356784,103185.33548104957
2021-140810,2021-02-19,2.0,13202,0.0,64.0,1.0,129000.0,43.332268,5.355375,4,2015.625,2021,2,2978.1698140356784,103185.33548104957
2021-140895,2021-02-12,2.0,13202,0.0,69.0,4.0,152000.0,43.306014,5.370997,1,2202.8985507246375,2021,2,2978.1698140356784,103185.33548104957
2021-140956,2021-02-17,2.0,13202,0.0,67.0,3.0,232000.0,43.300381,5.370166,1,3462.686567164179,2021,2,2978.1698140356784,103185.33548104957
2021-140969,2021-02-16,2.0,13202,0.0,85.0,4.0,340000.0,43.3017,5.366746,1,4000.0,2021,2,2978.1698140356784,103185.33548104957
2021-140975,2021-02-15,1.0,13202,0.0,72.0,3.0,335000.0,43.30655,5.370097,1,4652.777777777777,2021,2,2978.1698140356784,103185.33548104957
2021-140976,2021-03-03,2.0,13202,0.0,25.0,1.0,104500.0,43.297819,5.365747,1,4180.0,2021,3,2978.1698140356784,103185.33548104957
2021-140977,2021-03-05,1.0,13202,125.0,66.0,4.0,210000.0,43.331552,5.355409,0,3181.818181818182,2021,3,2978.1698140356784,103185.33548104957
2021-140991,2021-03-08,2.0,13202,0.0,95.0,3.0,318250.0,43.30284,5.365211,1,3350.0,2021,3,2978.1698140356784,103185.33548104957
2021-141046,2021-03-05,2.0,13202,0.0,124.0,6.0,285800.0,43.299736,5.369916,2,2304.8387096774195,2021,3,2978.1698140356784,103185.33548104957
2021-141047,2021-02-15,2.0,13202,0.0,84.0,4.0,365000.0,43.295607,5.364024,1,4345.238095238095,2021,2,2978.1698140356784,103185.33548104957
2021-141057,2021-03-15,2.0,13202,0.0,37.0,2.0,120000.0,43.297811,5.367446,1,3243.2432432432433,2021,3,2978.1698140356784,103185.33548104957
2021-141070,2021-03-11,2.0,13202,0.0,53.0,3.0,60000.0,43.305098,5.37109,1,1132.0754716981132,2021,3,2978.1698140356784,103185.33548104957
2021-141084,2021-02-25,2.0,13202,0.0,92.0,4.0,216000.0,43.302613,5.369969,2,2347.8260869565215,2021,2,2978.1698140356784,103185.33548104957
